first_name,last_name,max_speed_imp,max_speed_met,avg_speed_imp,avg_speed_met,shots_over_100,shots_90_to_100,shots_80_to_90,shots_70_to_80
Jack,Hughes,83.72,134.7343,53.9326,86.7961,0,0,6,47
Arseny,Gritsyuk,90.64,145.8709,60.9612,98.1075,0,1,38,61
Seth,Jarvis,88.16,141.8798,54.0008,86.9059,0,0,41,80
Alexander,Nikishin,99.4,159.9688,74.1833,119.3865,0,39,69,121
Dawson,Mercer,86.9,139.852,47.1156,75.8252,0,0,9,37
Luke,Hughes,97.21,156.4443,66.3703,106.8127,0,5,32,130
Logan,Stankoven,86.21,138.7415,51.6268,83.0853,0,0,2,54
Jackson,Blake,84.22,135.539,46.5672,74.9426,0,0,3,40
Simon,Nemec,91.48,147.2228,64.6089,103.978,0,2,29,78
Zach,Bogosian,93.3,150.1518,70.818,113.9705,0,3,24,21
Jared,Spurgeon,92.28,148.5103,62.6515,100.8279,0,1,16,40
Marcus,Johansson,86.59,139.3531,54.3921,87.5356,0,0,15,42
Brayden,Schenn,87.25,140.4153,52.1954,84.0003,0,0,8,56
Marcus,Foligno,88.31,142.1212,47.8705,77.04,0,0,8,15
Justin,Faulk,96.15,154.7384,68.2352,109.8139,0,11,55,95
Nick,Bjugstad,81.0,130.3569,53.0516,85.3782,0,0,3,29
Cam,Fowler,84.31,135.6838,64.2336,103.374,0,0,4,62
Vladimir,Tarasenko,84.48,135.9574,54.446,87.6224,0,0,8,54
Colton,Parayko,95.1,153.0486,71.4746,115.0272,0,16,77,42
Vinnie,Hinostroza,83.65,134.6216,54.2148,87.2503,0,0,1,26
Pavel,Buchnevich,88.86,143.0063,48.8179,78.5648,0,0,5,36
Ryan,Hartman,87.38,140.6245,50.9315,81.9662,0,0,12,42
Nathan,Walker,82.68,133.0606,46.4459,74.7475,0,0,2,6
Jake,Middleton,84.91,136.6494,65.1099,104.7843,0,0,4,45
Mathieu,Joseph,82.9,133.4146,49.3639,79.4436,0,0,2,16
Joel,Eriksson Ek,91.37,147.0458,50.7765,81.7168,0,1,17,52
Yakov,Trenin,88.7,142.7488,44.4256,71.496,0,0,4,16
Kirill,Kaprizov,87.78,141.2682,55.4738,89.2764,0,0,30,103
Jordan,Kyrou,85.46,137.5345,59.4678,95.7041,0,0,25,95
Robert,Thomas,81.8,131.6443,54.1105,87.0824,0,0,4,36
Alexey,Toropchenko,88.62,142.6201,52.0342,83.741,0,0,11,16
Pius,Suter,86.79,139.675,44.5629,71.717,0,0,1,13
Tyler,Tucker,94.51,152.0991,68.3572,110.0102,0,2,19,67
Matt,Boldy,93.61,150.6507,57.9739,93.2999,0,4,43,113
Philip,Broberg,94.41,151.9382,65.0734,104.7254,0,2,27,90
Dylan,Holloway,93.05,149.7495,59.0197,94.983,0,1,38,72
Marco,Rossi,84.78,136.4402,51.6099,83.0581,0,0,1,26
Jake,Neighbours,82.52,132.8031,44.7202,71.9702,0,0,2,23
Brock,Faber,92.67,149.1379,70.2453,113.0488,0,4,58,175
Logan,Mailloux,94.92,152.7589,70.0973,112.8106,0,3,40,80
Hunter,Haight,85.87,138.1944,42.7206,68.7521,0,0,1,1
David,Jiricek,94.87,152.6785,72.2757,116.3165,0,1,9,16
Liam,Ohgren,91.9,147.8987,59.4493,95.6743,0,2,23,35
Jimmy,Snuggerud,95.56,153.7889,59.9574,96.4922,0,2,43,87
Zeev,Buium,83.9,135.024,65.1313,104.8187,0,0,8,80
Steven,Stamkos,95.0,152.8877,56.6544,91.1764,0,9,51,66
Roman,Josi,96.74,155.6879,65.6597,105.669,0,24,61,73
Ryan,O'Reilly,84.82,136.5046,43.1602,69.4596,0,0,4,17
Erik,Haula,87.32,140.5279,50.4923,81.2595,0,0,10,36
Charlie,Coyle,89.76,144.4547,45.5547,73.3133,0,0,2,20
Erik,Gudbranson,98.6,158.6813,72.022,115.9081,0,4,19,26
Boone,Jenner,90.27,145.2755,50.7316,81.6446,0,1,24,40
Jonathan,Marchessault,89.6,144.1972,53.18,85.585,0,0,9,48
Brady,Skjei,89.71,144.3743,67.5508,108.7125,0,0,48,70
Filip,Forsberg,90.46,145.5813,61.0223,98.2058,0,2,79,142
Damon,Severson,96.87,155.8972,67.5729,108.748,0,11,44,58
Miles,Wood,84.24,135.5711,49.2309,79.2295,0,0,4,19
Michael,McCarron,89.28,143.6822,49.8783,80.2714,0,0,9,36
Sean,Monahan,82.68,133.0606,47.7912,76.9125,0,0,1,23
Michael,Bunting,86.4,139.0473,51.9638,83.6276,0,0,10,46
Zach,Werenski,95.33,153.4188,67.9021,109.2779,0,12,108,192
Ivan,Provorov,97.11,156.2834,66.2274,106.5827,0,3,39,115
Tyson,Jost,84.24,135.5711,50.5914,81.419,0,0,2,28
Dante,Fabbro,92.41,148.7195,69.1213,111.24,0,2,17,71
Mathieu,Olivier,89.39,143.8593,49.7137,80.0065,0,0,17,24
Zachary,Aston-Reese,82.8,133.2537,50.7254,81.6345,0,0,1,5
Nick,Perbix,85.94,138.307,64.9724,104.5629,0,0,11,71
Isac,Lundeström,78.67,126.6071,51.6188,83.0725,0,0,0,10
Kirill,Marchenko,88.7,142.7488,58.8952,94.7826,0,0,39,131
Spencer,Stastney,84.37,135.7804,68.768,110.6714,0,0,5,63
Dmitri,Voronkov,84.6,136.1505,42.0411,67.6587,0,0,6,11
Cole,Smith,79.3,127.621,45.5705,73.3386,0,0,0,16
Justin,Barron,84.67,136.2632,62.2588,100.1959,0,0,7,26
Adam,Wilsby,90.58,145.7744,61.6877,99.2767,0,1,13,24
Kent,Johnson,83.26,133.994,55.1051,88.6831,0,0,3,44
Cole,Sillinger,87.01,140.029,57.6126,92.7185,0,0,27,49
Fedor,Svechkov,81.5,131.1615,52.5841,84.6259,0,0,2,21
Joakim,Kemell,92.61,149.0413,68.2981,109.9151,0,1,8,6
Denton,Mateychuk,89.21,143.5696,65.5382,105.4735,0,0,21,73
Adam,Fantilli,88.4,142.266,57.8223,93.056,0,0,33,117
Brady,Martin,67.29,108.2928,62.15,100.0207,0,0,0,0
Jonathan,Toews,88.08,141.751,49.9573,80.3985,0,0,5,21
Luke,Schenn,88.96,143.1672,67.2493,108.2272,0,0,15,20
Gustav,Nyquist,76.34,122.8573,49.1962,79.1736,0,0,0,10
Matt,Duchene,84.21,135.5229,49.9425,80.3747,0,0,1,22
Tyler,Seguin,80.52,129.5844,46.7215,75.191,0,0,1,7
Nino,Niederreiter,87.26,140.4314,51.4175,82.7485,0,0,6,29
Colin,Blackwell,84.23,135.555,51.374,82.6785,0,0,3,16
Dylan,DeMelo,86.58,139.337,65.34,105.1545,0,0,17,56
Mark,Scheifele,86.91,139.8681,51.2411,82.4645,0,0,15,64
Vladislav,Namestnikov,77.2,124.2414,48.1034,77.4149,0,0,0,5
Tanner,Pearson,86.57,139.3209,58.8835,94.7638,0,0,8,22
Radek,Faksa,88.21,141.9602,47.7548,76.854,0,0,2,12
Esa,Lindell,85.66,137.8564,64.3646,103.5848,0,0,9,54
Josh,Morrissey,92.82,149.3793,67.5628,108.7318,0,6,69,91
Haydn,Fleury,96.5,155.3017,69.9887,112.6359,0,6,12,22
Kyle,Connor,90.91,146.3055,56.6195,91.1203,0,1,39,104
Mikko,Rantanen,87.13,140.2221,54.3026,87.3916,0,0,12,48
Roope,Hintz,92.03,148.1079,52.0902,83.831,0,1,18,24
Sam,Steel,86.18,138.6933,49.2439,79.2504,0,0,6,24
Logan,Stanley,97.13,156.3156,72.65,116.9188,0,28,63,75
Nathan,Bastian,80.44,129.4556,47.0365,75.6979,0,0,1,4
Gabriel,Vilardi,82.1,132.1271,44.1993,71.1319,0,0,6,33
Jason,Robertson,90.18,145.1306,55.4057,89.1668,0,1,35,107
Miro,Heiskanen,89.56,144.1328,65.5852,105.5491,0,0,35,116
Alex,Iafallo,88.84,142.9741,44.7471,72.0135,0,0,2,27
Neal,Pionk,90.56,145.7422,69.1835,111.3401,0,1,46,58
Morgan,Barron,95.62,153.8855,55.6647,89.5837,0,3,27,24
Nils,Lundkvist,95.53,153.7406,70.6941,113.7712,0,5,20,44
Ilya,Lyubushkin,87.83,141.3487,66.0293,106.2638,0,0,9,16
Cole,Koepke,89.65,144.2777,54.8814,88.3231,0,0,7,39
Thomas,Harley,88.14,141.8476,69.1789,111.3326,0,0,30,137
Mavrik,Bourque,89.7,144.3582,49.8155,80.1703,0,0,7,32
Wyatt,Johnston,84.89,136.6172,48.3599,77.8278,0,0,5,50
Nikita,Chibrikov,81.54,131.2259,55.8455,89.8746,0,0,2,3
Lian,Bichsel,94.12,151.4715,71.9243,115.7509,0,3,17,48
Justin,Hryckowian,85.09,136.9391,44.6107,71.794,0,0,2,14
Ian,Cole,88.18,141.912,64.519,103.8333,0,0,17,42
Andrew,Agozzino,44.91,72.2756,44.91,72.2756,0,0,0,0
Olli,Maatta,90.84,146.1928,59.6785,96.0432,0,2,5,13
Nate,Schmidt,98.85,159.0837,69.005,111.0528,0,10,48,66
Nick,Schmaltz,89.28,143.6822,49.2258,79.2213,0,0,3,46
Lawson,Crouse,92.84,149.4115,51.1211,82.2714,0,2,25,40
John,Marino,92.1,148.2206,65.2792,105.0567,0,2,23,40
Kevin,Stenlund,90.62,145.8388,58.0365,93.4006,0,1,17,36
Brandon,Tanev,86.72,139.5623,47.9072,77.0992,0,0,4,5
Clayton,Keller,91.26,146.8687,58.0347,93.3978,0,1,40,55
Mikhail,Sergachev,99.0,159.3251,71.2427,114.6541,0,34,61,128
Kailer,Yamamoto,86.92,139.8842,45.8825,73.8408,0,0,3,7
Sean,Durzi,93.33,150.2001,66.1664,106.4846,0,2,26,81
Jack,McBain,84.14,135.4102,43.5353,70.0632,0,0,3,15
JJ,Peterka,84.48,135.9574,56.1377,90.3449,0,0,14,68
Dylan,Guenther,91.39,147.0779,61.3996,98.813,0,2,82,122
Logan,Cooley,87.97,141.574,49.3218,79.3758,0,0,10,27
Dmitri,Simashev,93.22,150.023,67.5191,108.6615,0,1,9,14
Tyler,Myers,92.67,149.1379,71.3111,114.7641,0,5,51,49
Evander,Kane,88.29,142.089,55.9639,90.0652,0,0,31,82
Derek,Forbort,56.83,91.459,56.83,91.459,0,0,0,0
Marcus,Pettersson,89.62,144.2294,66.1322,106.4295,0,0,37,31
Brock,Boeser,96.4,155.1408,57.6849,92.8349,0,7,25,75
Jake,DeBrusk,85.35,137.3575,47.8299,76.9748,0,0,13,49
Conor,Garland,84.12,135.378,48.9121,78.7165,0,0,6,26
Filip,Hronek,95.6,153.8533,70.3914,113.2839,0,18,54,108
Elias,Pettersson,91.81,147.7539,59.4654,95.7002,0,2,30,79
Filip,Chytil,78.74,126.7197,49.8749,80.2658,0,0,0,5
Kiefer,Sherwood,95.79,154.1591,58.9363,94.8488,0,7,53,61
Quinn,Hughes,95.04,152.9521,67.9907,109.4205,0,6,57,157
Drew,O'Connor,88.06,141.7188,50.7375,81.6541,0,0,16,40
Aatu,Räty,88.91,143.0868,54.5086,87.7231,0,0,9,27
Arshdeep,Bains,82.77,133.2054,45.534,73.2799,0,0,1,0
Jonathan,Lekkerimäki,84.83,136.5207,65.3852,105.2273,0,0,7,8
Elias,Pettersson,98.17,157.9893,70.603,113.6245,0,5,26,44
Ryan,Reaves,80.36,129.3269,45.3095,72.9186,0,0,1,6
Nick,Leddy,85.12,136.9874,67.5654,108.736,0,0,8,15
Dmitry,Orlov,92.27,148.4942,66.1635,106.4798,0,2,50,47
Tyler,Toffoli,89.22,143.5857,53.4379,85.9999,0,0,9,64
Jeff,Skinner,86.26,138.822,54.5776,87.8342,0,0,6,21
John,Klingberg,93.66,150.7312,66.8785,107.6305,0,5,15,82
Barclay,Goodrow,82.03,132.0145,51.0613,82.1753,0,0,1,20
Ben,Hutton,90.19,145.1467,69.0351,111.1012,0,1,33,48
Alexander,Wennberg,89.21,143.5696,42.3163,68.1014,0,0,6,15
Adam,Gaudette,84.77,136.4241,51.9518,83.6083,0,0,10,28
Mario,Ferraro,95.59,153.8372,63.937,102.8966,0,4,25,34
Timothy,Liljegren,91.72,147.609,66.9711,107.7795,0,2,16,50
Philipp,Kurashev,85.33,137.3253,55.7961,89.7951,0,0,7,18
Ty,Dellandrea,89.97,144.7927,49.787,80.1243,0,0,7,15
Shakir,Mukhamadullin,90.87,146.2411,67.948,109.3516,0,1,20,39
William,Eklund,89.26,143.65,51.3327,82.6119,0,0,17,54
Will,Smith,90.26,145.2594,55.6741,89.5987,0,1,12,72
Macklin,Celebrini,97.89,157.5387,62.2639,100.204,0,6,81,150
Collin,Graf,78.85,126.8968,44.7709,72.0518,0,0,0,22
Alex,Killorn,85.09,136.9391,50.3878,81.0912,0,0,12,38
Jordan,Eberle,82.41,132.626,48.716,78.4008,0,0,3,33
Chris,Kreider,86.92,139.8842,49.2443,79.251,0,0,15,46
Radko,Gudas,98.83,159.0515,73.3737,118.0836,0,17,45,39
Jaden,Schwartz,89.4,143.8754,49.8501,80.2259,0,0,10,20
Mikael,Granlund,83.42,134.2515,51.2199,82.4304,0,0,3,36
Adam,Larsson,98.39,158.3434,71.4215,114.9418,0,13,44,67
Jamie,Oleksiak,94.97,152.8394,66.3728,106.8167,0,8,21,52
Jacob,Trouba,96.47,155.2534,69.2406,111.432,0,12,66,91
Chandler,Stephenson,85.59,137.7438,54.9931,88.5028,0,0,3,44
Ross,Johnston,83.0,133.5756,47.084,75.7743,0,0,1,4
Frederick,Gaudreau,83.82,134.8952,50.1219,80.6633,0,0,3,19
Jared,McCann,94.42,151.9543,63.396,102.026,0,3,44,55
Brandon,Montour,101.56,163.445,70.9955,114.2562,2,37,69,84
Frank,Vatrano,89.6,144.1972,57.9749,93.3016,0,0,15,36
Vince,Dunn,94.23,151.6485,70.8776,114.0664,0,8,73,157
Troy,Terry,83.21,133.9135,54.0678,87.0136,0,0,4,68
Mason,Marchment,87.21,140.3509,56.1721,90.4003,0,0,21,59
Ryan,Lindgren,86.28,138.8542,62.2822,100.2335,0,0,3,33
Joshua,Mahura,90.07,144.9536,67.8868,109.2533,0,1,4,16
Eeli,Tolvanen,92.8,149.3471,61.3394,98.7161,0,6,52,57
Ryan,Poehling,80.77,129.9867,46.7616,75.2555,0,0,3,18
Drew,Helleson,91.91,147.9148,67.3362,108.3671,0,1,9,43
Jackson,LaCombe,95.38,153.4992,64.3434,103.5506,0,5,58,98
Tye,Kartye,86.9,139.852,59.3398,95.4982,0,0,17,31
Sam,Colangelo,78.59,126.4783,56.1029,90.2889,0,0,0,4
Matty,Beniers,90.36,145.4203,54.9006,88.354,0,1,20,71
Mason,McTavish,87.5,140.8176,55.4031,89.1626,0,0,25,70
Ryan,Winterton,83.85,134.9435,49.9131,80.3273,0,0,7,21
Olen,Zellweger,90.03,144.8892,64.1738,103.2777,0,1,39,87
Cutter,Gauthier,99.9,160.7735,63.9305,102.8862,0,2,106,129
Pavel,Mintyukov,82.08,132.095,60.7593,97.7826,0,0,9,39
Jani,Nyman,94.41,151.9382,56.5717,91.0433,0,4,6,12
Shane,Wright,80.37,129.343,49.8335,80.1993,0,0,2,37
Leo,Carlsson,85.49,137.5828,54.4713,87.6631,0,0,19,68
Beckett,Sennecke,95.45,153.6119,52.6335,84.7054,0,6,38,69
Alexandre,Texier,88.06,141.7188,58.5416,94.2136,0,0,24,27
Samuel,Honzek,88.18,141.912,58.4189,94.0161,0,0,4,10
Zayne,Parekh,84.32,135.6999,65.2067,104.9401,0,0,4,52
Jordan,Harris,83.5,134.3802,65.4463,105.3255,0,0,1,4
Owen,Power,92.88,149.4759,64.5456,103.8761,0,1,27,65
Tyson,Kozak,81.12,130.55,51.6157,83.0675,0,0,2,7
Jacob,Bernard-Docker,87.61,140.9946,66.6206,107.2154,0,0,3,41
Jonatan,Berggren,80.47,129.5039,53.8363,86.6411,0,0,1,18
Zack,MacEwen,99.2,159.6469,56.9583,91.6656,0,1,0,1
Jack,Finley,81.17,130.6305,48.1998,77.57,0,0,1,6
Uvis,Balinskis,97.18,156.396,66.3523,106.7836,0,3,8,50
Marc,Gatcomb,86.91,139.8681,53.393,85.9276,0,0,11,11
Bryan,Rust,88.38,142.2338,50.2715,80.9041,0,0,12,51
Juuso,Parssinen,88.77,142.8615,52.804,84.9798,0,0,3,3
Nikita,Grebenkin,82.7,133.0927,53.7061,86.4316,0,0,4,11
Jett,Luchanko,45.13,72.6297,36.15,58.1778,0,0,0,0
Lukas,Reichel,82.06,132.0628,51.5198,82.913,0,0,1,5
Luke,Evangelista,80.44,129.4556,48.9316,78.7478,0,0,1,47
Jonas,Brodin,89.24,143.6179,66.3071,106.711,0,0,20,49
Ilya,Solovyov,97.18,156.396,68.7799,110.6904,0,5,7,27
Nikita,Nesterenko,84.61,136.1666,51.0411,82.1428,0,0,3,8
Sam,Dickinson,91.73,147.6251,69.5745,111.9693,0,3,35,76
Jonny,Brodzinski,88.61,142.604,57.5705,92.6508,0,0,19,35
Sonny,Milano,76.85,123.6781,46.3214,74.5471,0,0,0,4
Declan,Chisholm,91.18,146.74,66.639,107.2451,0,1,6,21
Matthew,Robertson,93.98,151.2461,69.0529,111.1298,0,2,36,75
Josh,Dunne,80.09,128.8924,46.3451,74.5852,0,0,2,4
J.J.,Moser,86.79,139.675,65.0078,104.6199,0,0,14,79
Olle,Lycksell,74.33,119.6225,49.6167,79.8503,0,0,0,1
Jordan,Spence,94.31,151.7772,68.3468,109.9936,0,3,38,99
Tyler,Kleven,103.51,166.5832,74.5245,119.9356,1,26,32,80
Colin,Miller,102.47,164.9095,77.7102,125.0624,3,7,15,19
James,van Riemsdyk,90.84,146.1928,41.7142,67.1325,0,1,2,14
Easton,Cowan,86.84,139.7554,56.9583,91.6655,0,0,18,42
Emil,Andrae,88.11,141.7993,64.3357,103.5382,0,0,10,31
Jake,Christiansen,90.37,145.4364,66.8595,107.5999,0,1,8,22
Brian,Halonen,89.94,144.7444,63.0736,101.5071,0,0,2,3
Victor,Mancini,86.34,138.9508,72.0172,115.9004,0,0,8,15
Danila,Yurov,89.24,143.6179,46.4665,74.7805,0,0,3,18
Michael,Carcone,88.18,141.912,53.7378,86.4826,0,0,19,47
Barrett,Hayton,82.84,133.3181,48.9992,78.8566,0,0,6,29
Ozzy,Wiesblatt,75.97,122.2619,48.8411,78.6021,0,0,0,5
Jack,Roslovic,86.91,139.8681,55.1523,88.7591,0,0,25,53
Troy,Stecher,84.65,136.231,63.9185,102.8668,0,0,10,43
Cole,Reinhardt,85.08,136.923,52.8986,85.1321,0,0,5,21
Daniil,Miromanov,71.19,114.5692,67.37,108.4215,0,0,0,1
Alexander,Petrovic,92.74,149.2506,68.1063,109.6065,0,3,13,32
Mike,Reilly,93.3,150.1518,68.0037,109.4413,0,4,18,43
Mark,Jankowski,79.91,128.6027,45.2412,72.8086,0,0,0,13
Michael,Misa,86.28,138.8542,46.3493,74.592,0,0,2,10
Mathew,Dumba,91.7,147.5768,70.7268,113.8238,0,2,5,6
Connor,Clifton,89.03,143.2799,65.0021,104.6107,0,0,10,43
Drake,Batherson,90.61,145.8227,52.6185,84.6812,0,1,25,50
Zach,Benson,80.92,130.2281,47.0847,75.7755,0,0,2,27
Jayden,Struble,88.44,142.3304,65.2636,105.0315,0,0,11,28
Arthur,Kaliyev,81.66,131.419,59.236,95.3311,0,0,1,0
Kyle,MacLean,86.08,138.5323,52.8124,84.9933,0,0,6,13
Cam,York,93.14,149.8943,62.0353,99.8362,0,1,12,78
Parker,Ford,80.2,129.0694,53.4957,86.093,0,0,1,7
Egor,Chinakhov,99.03,159.3733,65.4926,105.4002,0,12,77,74
Adam,Erne,81.0,130.3569,51.5408,82.9468,0,0,1,11
Linus,Karlsson,83.69,134.686,45.2382,72.8039,0,0,6,15
Max,Sasson,84.0,135.1849,53.9039,86.7499,0,0,1,17
Jeffrey,Viel,82.79,133.2376,46.8585,75.4114,0,0,3,14
Samuel,Helenius,86.62,139.4014,53.9977,86.9008,0,0,6,14
Teddy,Blueger,81.17,130.6305,55.8214,89.8358,0,0,2,12
Liam,O'Brien,81.62,131.3547,48.1462,77.4837,0,0,1,14
Vincent,Desharnais,83.47,134.3319,66.0778,106.3418,0,0,2,28
Vincent,Iorio,87.83,141.3487,68.7,110.5619,0,0,4,18
Adam,Boqvist,88.73,142.7971,66.9683,107.775,0,0,5,16
Curtis,Lazar,81.87,131.757,42.6494,68.6375,0,0,1,4
John,Hayden,79.26,127.5566,58.552,94.2303,0,0,0,1
Cale,Fleury,94.73,152.4532,70.0862,112.7928,0,3,6,22
Joe,Veleno,87.96,141.5579,55.2078,88.8484,0,0,10,13
Owen,Beck,81.69,131.4673,63.341,101.9375,0,0,3,4
Tyler,Pitlick,80.7,129.8741,49.2206,79.2129,0,0,1,6
Matthew,Kessel,95.16,153.1452,68.5493,110.3194,0,2,10,13
Nick,Blankenburg,89.97,144.7927,66.198,106.5354,0,0,18,74
John,Beecher,86.11,138.5806,55.3544,89.0843,0,0,5,14
Zakhar,Bardakov,85.04,136.8586,54.9221,88.3885,0,0,7,13
Jonathan,Huberdeau,83.29,134.0423,49.7612,80.0829,0,0,3,28
Alexander,Holtz,89.04,143.296,51.0871,82.2167,0,0,6,13
Landon,Slaggert,82.96,133.5112,46.3197,74.5444,0,0,2,9
Ian,Moore,91.69,147.5608,63.6097,102.3699,0,2,19,53
Ben,Jones,80.67,129.8258,50.705,81.6018,0,0,1,6
Berkly,Catton,83.74,134.7665,49.1065,79.0292,0,0,5,24
Zach,Metsa,92.02,148.0918,67.6775,108.9163,0,1,5,17
Brad,Lambert,73.85,118.8501,47.8539,77.0133,0,0,0,8
Charles Alexis,Legault,84.86,136.5689,68.3945,110.0704,0,0,1,20
Jake,Walman,101.97,164.1048,71.936,115.7698,1,28,35,55
Joseph,LaBate,80.55,129.6327,80.55,129.6327,0,0,1,0
Pierre-Olivier,Joseph,84.87,136.585,68.9135,110.9056,0,0,5,23
Nils,Aman,60.36,97.14,57.33,92.2637,0,0,0,0
Ben,Meyers,89.56,144.1328,52.119,83.8774,0,0,9,14
Ethen,Frank,89.69,144.3421,50.7201,81.6261,0,0,18,21
Corey,Perry,88.23,141.9924,45.4002,73.0645,0,0,8,22
Stefan,Noesen,80.02,128.7797,42.1371,67.813,0,0,2,7
Noah,Ostlund,87.34,140.5601,55.8995,89.9615,0,0,6,27
Joshua,Roy,69.76,112.2678,49.25,79.2602,0,0,0,0
Michael,Callahan,71.73,115.4382,68.52,110.2723,0,0,0,2
Dominic,James,86.09,138.5484,56.3012,90.608,0,0,12,20
Oskar,Sundqvist,81.4,131.0006,52.1626,83.9475,0,0,2,13
Matthew,Wood,80.36,129.3269,51.3179,82.5881,0,0,1,38
Joel,Nystrom,89.43,143.9236,72.0503,115.9538,0,0,30,48
Dakota,Mermis,87.75,141.2199,68.026,109.4772,0,0,1,5
Philippe,Myers,99.3,159.8079,74.636,120.1151,0,11,27,38
Marshall,Warren,84.95,136.7138,68.5853,110.3773,0,0,3,7
Zemgus,Girgensons,91.17,146.7239,46.8297,75.3652,0,1,5,17
Charle-Edouard,D'Astous,95.95,154.4166,69.2859,111.5049,0,7,46,58
Cole,Schwindt,81.48,131.1293,45.8868,73.8477,0,0,2,6
Dylan,McIlrath,90.49,145.6295,72.3729,116.4728,0,1,4,4
Nicolas,Hague,95.07,153.0003,70.3554,113.226,0,9,35,42
Bradly,Nadeau,83.15,133.817,47.0257,75.6805,0,0,1,4
Jack,Ahcan,78.81,126.8324,63.19,101.6944,0,0,0,9
Oskar,Bäck,72.86,117.2568,36.9827,59.518,0,0,0,1
Brennan,Othmann,81.34,130.904,51.1519,82.321,0,0,1,7
Owen,Pickering,91.74,147.6412,78.095,125.6817,0,1,1,4
Michael,Kesselring,94.57,152.1957,68.9245,110.9233,0,6,15,35
Jansen,Harkins,87.78,141.2682,52.9776,85.2593,0,0,3,8
Noah,Gregor,84.3,135.6677,54.9023,88.3567,0,0,4,14
Jonathan,Aspirot,97.15,156.3478,70.995,114.2554,0,11,18,45
Domenick,Fensore,71.63,115.2773,56.312,90.6254,0,0,0,1
Kyle,Capobianco,92.5,148.8643,68.2415,109.8241,0,1,6,25
Juho,Lammikko,77.45,124.6437,49.773,80.1019,0,0,0,2
Seamus,Casey,69.78,112.3,53.1457,85.5297,0,0,0,0
Tom,Willander,86.83,139.7393,68.5519,110.3237,0,0,14,72
Sammy,Blais,76.94,123.8229,47.9713,77.2023,0,0,0,3
Jordan,Greenway,81.81,131.6604,55.2902,88.9809,0,0,2,16
Mackenzie,MacEachern,73.09,117.627,52.6014,84.6538,0,0,0,1
Dalibor,Dvorsky,89.81,144.5352,56.7268,91.2929,0,0,16,34
Patrick,Giles,56.53,90.9762,44.456,71.545,0,0,0,0
Jacob,Moverare,71.89,115.6957,60.6395,97.5899,0,0,0,2
Calum,Ritchie,80.92,130.2281,49.4494,79.5811,0,0,1,29
Taylor,Makar,71.47,115.0198,45.0633,72.5224,0,0,0,2
Isak,Rosen,84.34,135.7321,57.4362,92.4346,0,0,1,21
Jacob,Gaucher,78.74,126.7197,53.198,85.6139,0,0,0,2
Dennis,Cholowski,88.2,141.9441,65.8325,105.9471,0,0,2,6
Kaapo,Kakko,87.3,140.4957,54.7994,88.1911,0,0,12,25
Ethan,Cardwell,85.04,136.8586,60.2078,96.895,0,0,2,6
Oliver,Moore,86.35,138.9669,55.9836,90.0969,0,0,10,25
Tristen,Nielsen,67.83,109.1618,51.5875,83.022,0,0,0,0
Adam,Lowry,86.1,138.5645,47.1173,75.8279,0,0,6,21
Scott,Laughton,89.09,143.3765,50.6812,81.5636,0,0,7,21
Dysin,Mayo,74.09,119.2363,65.6829,105.7063,0,0,0,2
Yan,Kuznetsov,100.17,161.208,71.4012,114.9091,1,9,29,43
Ryan,Graves,91.61,147.432,69.6109,112.0279,0,3,10,23
Danton,Heinen,84.12,135.378,51.6078,83.0548,0,0,2,13
Joona,Koppanen,77.24,124.3057,52.4836,84.4641,0,0,0,6
Daemon,Hunt,88.81,142.9258,67.5274,108.6749,0,0,6,13
Jaroslav,Chmelar,80.66,129.8097,53.6256,86.302,0,0,1,8
Mats,Zuccarello,88.58,142.5557,53.6289,86.3073,0,0,11,48
Kevin,Hayes,81.67,131.4351,51.7407,83.2686,0,0,2,16
Colton,White,81.14,130.5822,64.2553,103.4089,0,0,1,15
Carl,Grundstrom,80.03,128.7958,55.5838,89.4534,0,0,1,25
Alex,Steeves,84.41,135.8447,58.4502,94.0665,0,0,8,27
Ryker,Evans,88.71,142.7649,65.615,105.5972,0,0,8,44
Luca,Del Bel Belluz,75.78,121.9561,45.2543,72.8297,0,0,0,2
Nate,Danielson,81.94,131.8696,53.1616,85.5553,0,0,2,9
Hayden,Hodgson,82.73,133.141,55.827,89.8448,0,0,2,1
Nick,DeSimone,88.45,142.3465,66.1114,106.3959,0,0,8,25
Cole,Perfetti,83.78,134.8308,49.72,80.0165,0,0,6,44
Gabe,Perreault,77.78,125.1748,47.0608,75.737,0,0,0,9
Mattias,Janmark,68.33,109.9665,38.6153,62.1454,0,0,0,0
Scott,Sabourin,83.73,134.7504,49.7834,80.1187,0,0,3,3
Boris,Katchouk,0.0,0.0,0.0,0.0,0,0,0,0
Ryan,Strome,80.67,129.8258,49.2591,79.2748,0,0,1,6
Rory,Kerins,73.1,117.643,37.92,61.0263,0,0,0,1
Braeden,Bowman,79.17,127.4118,41.6697,67.0608,0,0,0,14
Dylan,Samberg,90.1,145.0019,68.6177,110.4295,0,1,36,71
Hunter,Skinner,71.7,115.39,71.7,115.39,0,0,0,1
Jakob,Pelletier,73.55,118.3673,52.0514,83.7687,0,0,0,1
Jared,Davidson,80.75,129.9545,48.3383,77.793,0,0,1,3
Zach,Hyman,78.81,126.8324,37.2665,59.9746,0,0,0,13
Zack,Ostapchuk,82.22,132.3203,44.9572,72.3515,0,0,2,7
