player_id,games_played,goals,assists,points,game_win_goals,ot_goals,shots,shooting_pctg,pim,plus_minus,pp_goals,pp_points,sh_goals,sh_points
8480849,82,20,26,46,7,0,155,0.129032,45,-6,7,15,0,0
8480855,82,13,14,27,1,0,90,0.144444,78,8,1,3,0,0
8480891,82,7,22,29,1,1,150,0.046667,89,4,1,3,0,0
8481568,82,4,26,30,0,0,103,0.038835,12,-23,1,12,0,1
8481609,35,2,5,7,1,0,20,0.1,10,-12,0,0,0,0
8481624,80,20,14,34,3,0,138,0.144928,16,4,0,0,3,3
8481711,55,8,10,18,0,0,86,0.093023,8,-13,0,3,0,0
8482659,51,7,12,19,1,0,88,0.079545,8,-2,3,4,0,0
8482699,70,27,33,60,9,3,204,0.132353,26,-4,12,29,0,0
8482700,43,1,7,8,0,0,17,0.058824,16,-13,0,0,0,0
8483431,75,25,40,65,2,0,158,0.158228,46,1,7,20,0,0
8484144,82,23,44,67,5,1,195,0.117949,70,-36,11,29,0,0
8471817,35,0,2,2,0,0,14,0.0,28,-2,0,0,0,0
8474157,37,5,8,13,1,0,70,0.071429,16,-2,0,0,0,0
8475166,75,38,36,74,8,1,200,0.19,46,10,12,20,0,0
8475171,77,4,25,29,1,0,118,0.033898,52,14,2,4,0,0
8475233,75,1,14,15,0,0,48,0.020833,36,-8,0,0,0,0
8475690,75,3,15,18,0,0,43,0.069767,24,31,0,0,0,1
8475848,82,21,17,38,1,0,148,0.141892,39,-6,5,7,0,0
8476469,81,11,18,29,1,0,104,0.105769,16,-2,0,3,3,3
8476853,82,7,34,41,2,1,126,0.055556,21,-8,1,14,0,1
8476875,80,6,25,31,1,1,149,0.040268,51,-6,1,10,0,1
8476931,66,2,21,23,0,0,74,0.027027,40,23,0,0,0,1
8476981,81,15,12,27,1,0,109,0.137615,90,-2,0,0,1,1
8477503,74,8,25,33,1,0,93,0.086022,76,5,0,7,0,0
8477939,82,45,39,84,8,2,253,0.177866,26,10,12,30,0,0
8477989,82,12,21,33,0,0,104,0.115385,16,-5,1,2,0,0
8478133,82,13,23,36,5,0,80,0.1625,10,1,0,0,3,6
8478483,81,27,75,102,7,3,173,0.156069,14,18,6,33,1,2
8478904,80,8,11,19,5,0,76,0.105263,9,6,0,0,1,1
8479318,67,33,45,78,2,1,261,0.126437,20,11,10,25,2,2
8479718,2,0,0,0,0,0,0,0.0,2,-2,0,0,0,0
8479982,68,3,12,15,0,0,69,0.043478,30,11,0,0,0,0
8480018,82,30,59,89,9,5,172,0.174419,8,19,4,27,2,2
8480144,59,5,8,13,0,0,45,0.111111,14,-1,0,0,1,2
8480995,68,7,12,19,0,0,68,0.102941,27,4,0,1,1,1
8481122,78,1,9,10,0,0,48,0.020833,59,12,0,0,0,1
8481523,57,10,12,22,2,0,84,0.119048,40,-29,1,7,0,0
8481540,82,37,33,70,8,1,240,0.154167,14,9,10,17,0,0
8481582,69,15,7,22,3,0,112,0.133929,16,-1,2,2,0,0
8481618,82,15,11,26,3,0,118,0.127119,24,-21,1,4,0,0
8482087,55,6,12,18,1,0,71,0.084507,47,6,0,0,0,1
8482111,62,6,7,13,0,0,73,0.082192,23,-18,0,1,0,0
8482476,62,10,8,18,0,0,64,0.15625,20,-6,3,5,0,0
8482720,78,29,29,58,6,1,152,0.190789,43,7,5,15,0,1
8482964,70,1,5,6,0,0,69,0.014493,118,-13,0,0,0,0
8483457,82,6,60,66,0,0,91,0.065934,34,-2,1,26,0,0
8483515,79,18,33,51,1,0,133,0.135338,45,4,5,10,0,0
8471215,68,16,34,50,3,1,125,0.128,42,-24,4,16,0,0
8471675,80,33,58,91,10,4,227,0.145374,31,-20,12,27,0,0
8471724,74,9,21,30,0,0,164,0.054878,52,-15,4,12,1,1
8474189,80,10,12,22,0,0,104,0.096154,36,-5,0,1,0,0
8474578,82,11,42,53,1,1,191,0.057592,20,-24,2,15,0,0
8475184,68,22,8,30,6,0,152,0.144737,24,-5,6,7,4,4
8475191,79,13,27,40,4,1,129,0.100775,24,10,2,6,2,3
8475763,64,13,10,23,1,0,98,0.132653,8,-15,4,7,0,1
8475842,80,6,14,20,2,1,84,0.071429,58,5,0,0,1,3
8476389,82,26,33,59,7,1,202,0.128713,44,0,5,12,6,7
8476459,82,20,42,62,0,0,183,0.10929,22,-22,7,19,0,6
8476483,81,35,35,70,1,1,203,0.172414,14,-22,9,19,0,0
8476885,77,1,13,14,0,0,111,0.009009,66,-8,0,0,0,0
8476891,82,1,39,40,0,0,94,0.010638,16,-6,0,15,0,0
8477380,51,12,7,19,2,0,73,0.164384,4,6,0,0,0,0
8477435,61,1,3,4,0,0,39,0.025641,29,-15,0,0,0,0
8477969,78,4,25,29,1,0,70,0.057143,45,6,0,0,0,1
8478047,76,19,19,38,1,0,155,0.122581,68,-19,11,17,0,0
8478463,81,15,10,25,0,0,149,0.100671,14,2,0,1,1,1
8478550,80,37,52,89,3,0,237,0.156118,16,-9,8,26,0,0
8478569,79,5,7,12,0,0,75,0.066667,16,-25,0,0,0,1
8479323,74,10,51,61,2,0,135,0.074074,32,9,1,18,1,3
8479344,31,4,6,10,0,0,50,0.08,25,-1,0,1,0,0
8479996,65,6,16,22,1,0,91,0.065934,16,-5,1,2,0,0
8480078,56,13,13,26,1,0,133,0.097744,18,-7,1,5,0,0
8480817,74,7,20,27,1,0,110,0.063636,22,0,0,2,0,0
8481030,19,0,1,1,0,0,12,0.0,17,-3,0,0,0,0
8481554,79,14,30,44,2,0,117,0.119658,38,-2,4,8,0,0
8481708,46,1,10,11,0,0,51,0.019608,24,0,0,1,0,0
8481726,51,5,4,9,2,0,40,0.125,27,-5,0,0,0,0
8482055,84,10,15,25,2,1,117,0.08547,34,-16,1,2,1,2
8482073,80,6,15,21,1,1,95,0.063158,18,9,0,0,1,2
8482109,82,17,28,45,4,0,153,0.111111,38,-13,2,4,0,0
8482157,82,20,25,45,3,0,152,0.131579,42,12,2,3,2,3
8483487,8,1,2,3,0,0,11,0.090909,0,0,0,0,0,0
8483768,31,2,6,8,0,0,27,0.074074,10,-9,1,1,0,0
8470621,81,19,11,30,4,0,100,0.19,61,12,4,7,0,0
8474641,81,12,15,27,3,0,104,0.115385,16,2,2,6,1,1
8475218,65,9,24,33,1,1,143,0.062937,30,11,3,7,0,0
8475784,72,16,13,29,1,0,144,0.111111,26,1,0,2,0,0
8475786,73,27,17,44,7,1,210,0.128571,32,9,6,12,0,0
8475799,82,17,20,37,3,0,150,0.113333,24,16,4,11,0,0
8476331,82,3,16,19,2,0,75,0.04,38,31,0,0,0,0
8476392,73,16,18,34,4,1,99,0.161616,28,18,0,0,0,2
8476454,78,20,29,49,5,1,164,0.121951,24,4,7,20,2,2
8476460,82,39,48,87,11,3,181,0.21547,61,12,11,25,0,0
8476480,78,11,27,38,1,0,94,0.117021,38,20,2,11,0,1
8476525,60,4,11,15,0,0,68,0.058824,38,10,1,2,0,0
8476967,82,7,18,25,0,0,135,0.051852,18,-7,0,0,0,0
8477015,82,13,17,30,4,1,123,0.105691,10,9,0,0,1,2
8477406,80,2,16,18,0,0,51,0.039216,22,-6,0,0,0,3
8477498,76,5,28,33,1,1,188,0.026596,72,11,0,2,1,1
8477504,80,14,48,62,2,1,172,0.081395,22,17,3,22,0,0
8477934,71,52,54,106,11,6,240,0.216667,34,32,16,33,0,0
8477938,39,0,7,7,0,0,38,0.0,6,-12,0,0,0,0
8477940,69,24,39,63,5,2,174,0.137931,17,14,6,22,0,0
8478042,67,15,12,27,2,0,158,0.094937,24,-3,1,3,0,0
8478398,82,41,56,97,8,2,267,0.153558,25,17,9,28,2,2
8478402,67,26,74,100,3,0,196,0.132653,37,20,9,31,0,0
