,game_num,date,team_id,team_code,player_id,name,catches,toi,assists,goals,pim,shots,saves,pp_saves,sh_saves,ev_saves,sh_shots,ev_shots,pp_shots,decision,sv_perc,pp_sv_perc,sh_sv_perc,ev_sv_perc,home_away
96,2022020593,2023-01-02T00:00:00Z,16,CHI,8475852,Petr Mrazek,L,59:37,0,0,0,28,23,2,0,21,0,26,2,L,82.14285714285714,100.0,NaN,80.76923076923077,home
97,2022020594,2023-01-02T01:00:00Z,55,SEA,8474889,Martin Jones,L,59:46,0,0,0,19,18,1,1,16,1,17,1,W,94.73684210526315,100.0,100.0,94.11764705882352,home
98,2022020595,2023-01-02T19:00:00Z,6,BOS,8476999,Linus Ullmark,L,59:42,0,0,0,27,26,2,0,24,0,25,2,W,96.29629629629629,100.0,NaN,96.0,home
99,2022020596,2023-01-03T02:00:00Z,21,COL,8480382,Alexandar Georgiev,L,57:50,0,0,0,28,25,1,2,22,2,25,1,L,89.28571428571429,100.0,100.0,88.0,home
100,2022020597,2023-01-03T03:00:00Z,24,ANA,8476434,John Gibson,L,60:00,0,0,0,33,29,7,0,22,0,26,7,L,87.87878787878788,100.0,NaN,84.61538461538461,home
101,2022020598,2023-01-04T00:00:00Z,13,FLA,8481519,Spencer Knight,L,59:47,1,0,0,36,33,1,0,32,0,34,2,W,91.66666666666666,50.0,NaN,94.11764705882352,home
102,2022020599,2023-01-04T00:00:00Z,15,WSH,8475311,Darcy Kuemper,L,62:56,0,0,0,29,24,4,0,20,0,24,5,L,82.75862068965517,80.0,NaN,83.33333333333334,home
103,2022020600,2023-01-04T00:00:00Z,3,NYR,8478048,Igor Shesterkin,L,59:00,0,0,0,23,20,7,0,13,0,16,7,W,86.95652173913044,100.0,NaN,81.25,home
104,2022020601,2023-01-04T00:00:00Z,9,OTT,8476341,Anton Forsberg,L,60:00,0,0,0,22,22,1,2,19,2,19,1,W,100.0,100.0,100.0,100.0,home
105,2022020602,2023-01-04T00:00:00Z,10,TOR,8478492,Ilya Samsonov,L,65:00,0,0,0,32,27,3,0,24,1,26,5,L,84.375,60.0,0.0,92.3076923076923,home
