player_id,games_played,goals,assists,points,gwg,ot_goals,shots,shooting_pctg,pim,plus_minus,pp_goals,pp_points,sh_goals,sh_points
8475170,80,18,21,39,2,0,119,0.151261,68,-28,4,9,0,0
8475220,56,8,5,13,0,0,65,0.123077,67,-12,2,2,0,0
8475753,78,16,24,40,3,0,148,0.108108,42,-8,2,9,0,1
8475760,61,6,3,9,1,0,77,0.077922,33,-11,0,0,1,1
8475764,82,4,26,30,1,0,91,0.043956,14,-11,1,9,0,1
8475765,75,23,24,47,4,1,148,0.155405,10,-11,5,13,0,0
8476892,77,4,14,18,0,0,105,0.038095,23,-6,0,0,0,0
8476994,65,6,12,18,2,0,65,0.092308,31,-12,0,2,0,0
8477402,81,20,28,48,4,0,142,0.140845,26,-10,4,15,0,0
8477451,76,23,20,43,4,0,167,0.137725,48,-1,6,7,0,0
8477573,46,4,7,11,1,0,38,0.105263,28,-9,0,0,0,0
8478136,75,2,14,16,0,0,62,0.032258,76,2,0,0,0,0
8478472,51,2,9,11,1,0,36,0.055556,9,-7,0,0,1,1
8478493,70,19,32,51,3,0,194,0.097938,32,16,7,16,0,0
8478508,82,6,17,23,1,0,98,0.061224,38,13,0,0,0,0
8478864,78,45,44,89,7,4,269,0.167286,28,10,19,32,0,0
8479385,72,18,28,46,2,0,173,0.104046,8,-5,4,14,0,0
8480023,64,25,39,64,4,2,102,0.245098,24,22,3,14,2,3
8480281,65,4,7,11,0,0,68,0.058824,28,-11,0,0,1,2
8480459,64,13,16,29,2,0,95,0.136842,20,13,1,4,1,2
8481006,69,3,14,17,0,0,68,0.044118,81,-4,0,0,0,0
8481557,76,42,43,85,3,1,254,0.165354,30,18,11,30,4,4
8481598,81,6,28,34,0,0,98,0.061224,16,14,2,5,0,0
8482077,59,22,29,51,2,1,162,0.135802,20,13,4,8,0,0
8482079,50,12,23,35,2,1,66,0.181818,10,-26,3,14,0,0
8482089,69,15,21,36,2,0,86,0.174419,43,-7,1,7,0,0
8482122,80,15,36,51,1,0,173,0.086705,39,18,1,11,1,2
8482733,67,5,8,13,1,0,81,0.061728,48,-10,0,2,0,0
8483452,9,1,1,2,0,0,13,0.076923,4,-5,0,0,0,0
8483460,26,0,0,0,0,0,16,0.0,16,0,0,0,0,0
8483499,69,8,10,18,0,0,87,0.091954,2,-19,0,0,0,1
8483516,70,21,30,51,5,0,169,0.12426,18,16,5,9,0,0
8484798,76,6,20,26,1,0,73,0.082192,41,-33,3,13,0,0
8474564,82,42,24,66,10,3,206,0.203883,58,-17,14,26,0,0
8474600,68,13,42,55,3,1,181,0.071823,30,-15,4,24,0,0
8475158,81,25,49,74,8,0,154,0.162338,22,8,5,20,2,3
8475287,81,14,24,38,1,0,127,0.110236,64,-15,4,12,1,2
8475745,82,20,38,58,3,0,144,0.138889,14,3,7,13,0,0
8475790,37,1,2,3,0,0,34,0.029412,19,6,0,0,0,0
8476432,67,13,25,38,3,0,132,0.098485,44,3,1,3,0,1
8476539,62,12,19,31,1,0,132,0.090909,30,-18,4,8,0,0
8476869,82,3,23,26,0,0,111,0.027027,40,-7,0,3,1,2
8476887,82,40,35,75,3,1,246,0.162602,34,-2,11,26,0,0
8476923,71,8,24,32,2,0,93,0.086022,45,18,1,4,0,0
8477425,54,8,6,14,1,1,71,0.112676,26,-10,0,0,0,1
8477446,79,8,9,17,1,0,109,0.073394,93,-16,0,0,2,2
8477497,78,13,23,36,3,0,131,0.099237,12,-1,1,10,2,2
8478047,74,14,19,33,1,0,126,0.111111,20,-24,6,10,0,0
8478460,75,22,59,81,2,0,260,0.084615,18,7,4,21,0,1
8478500,82,9,22,31,0,0,158,0.056962,32,14,1,5,0,0
8479370,69,8,8,16,0,0,95,0.084211,30,-21,0,0,1,2
8479371,74,5,6,11,1,0,68,0.073529,33,-16,0,0,0,0
8479671,61,15,11,26,3,0,93,0.16129,101,13,0,0,0,0
8479944,27,1,4,5,0,0,17,0.058824,12,-1,0,0,0,0
8480246,79,3,10,13,0,0,79,0.037975,20,-14,0,0,0,2
8480806,68,4,8,12,0,0,53,0.075472,4,-2,0,0,0,0
8480893,76,27,40,67,7,1,218,0.123853,32,7,6,23,1,1
8481056,66,2,8,10,0,0,56,0.035714,20,-11,0,0,0,1
8481716,63,17,15,32,1,1,110,0.154545,59,-1,7,9,0,0
8482062,63,8,4,12,2,0,69,0.115942,40,-7,0,0,0,1
8482111,52,0,9,9,0,0,31,0.0,17,-1,0,0,0,0
8482482,58,1,15,16,0,0,59,0.016949,29,2,0,0,0,0
8482660,76,7,15,22,0,0,114,0.061404,20,-8,1,2,0,0
8482705,81,8,25,33,1,0,136,0.058824,37,2,0,1,0,0
8482768,70,4,13,17,0,0,70,0.057143,22,-6,0,0,1,1
8483465,16,1,2,3,0,0,12,0.083333,0,2,0,0,0,0
8483485,75,13,18,31,0,0,88,0.147727,8,12,1,3,0,0
8484166,82,24,35,59,3,2,214,0.11215,38,-13,4,13,0,0
8485405,3,0,1,1,0,0,2,0.0,0,0,0,0,0,0
8473604,82,11,18,29,1,0,105,0.104762,38,-20,5,8,0,0
8474568,50,1,6,7,0,0,35,0.028571,43,-12,0,0,0,0
8474679,51,1,11,12,0,0,62,0.016129,10,-8,0,5,0,0
8475168,57,16,29,45,4,0,89,0.179775,8,-3,5,14,0,0
8475794,27,7,10,17,2,0,31,0.225806,2,10,1,4,0,0
8475799,61,8,11,19,2,0,84,0.095238,18,-7,1,5,0,0
8476278,70,4,11,15,1,0,61,0.065574,40,-2,0,0,0,0
8476331,82,3,16,19,0,0,75,0.04,40,7,0,0,0,2
8476460,82,36,67,103,6,1,175,0.205714,43,0,7,22,0,1
8476480,60,8,6,14,1,0,76,0.105263,28,-13,2,2,0,0
8476871,56,7,8,15,2,0,52,0.134615,27,9,0,0,0,0
8476889,58,2,15,17,0,0,38,0.052632,18,2,0,0,1,3
8476902,82,6,26,32,1,0,83,0.072289,20,30,1,2,0,2
8477504,77,14,41,55,2,1,146,0.09589,30,6,2,16,0,0
8477938,38,2,2,4,0,0,26,0.076923,12,-18,0,0,0,0
8478398,82,39,53,92,5,2,274,0.142336,16,-2,5,19,2,3
8478420,64,22,55,77,1,0,139,0.158273,93,0,6,34,0,0
8478449,53,15,29,44,1,1,126,0.119048,18,16,6,19,0,0
8479351,73,12,21,33,5,0,82,0.146341,24,3,1,3,0,0
8479378,76,9,17,26,1,0,96,0.09375,128,3,0,1,0,0
8479414,36,6,1,7,0,0,25,0.24,21,4,0,0,0,0
8480014,82,30,39,69,2,0,150,0.2,24,-12,13,24,0,0
8480027,82,45,51,96,9,1,294,0.153061,32,22,15,41,0,0
8480036,77,9,54,63,3,1,148,0.060811,30,9,2,28,1,1
8480113,79,13,16,29,3,0,114,0.114035,14,3,2,5,0,1
8480145,51,3,9,12,1,0,97,0.030928,37,1,1,2,0,0
8480289,65,11,12,23,2,0,93,0.11828,31,5,0,0,2,2
8480878,52,3,8,11,0,0,46,0.065217,16,12,0,0,0,0
8480950,53,1,8,9,0,0,33,0.030303,40,1,0,0,0,0
8481043,66,8,9,17,1,0,86,0.093023,16,1,0,0,1,1
8481581,70,6,30,36,4,2,113,0.053097,26,3,1,7,0,0
8482145,82,20,21,41,1,0,147,0.136054,22,6,1,5,0,0
8482740,82,45,41,86,4,1,206,0.218447,32,-5,27,42,0,0
8482787,11,0,0,0,0,0,9,0.0,14,0,0,0,0,0
8483425,50,4,4,8,2,0,27,0.148148,37,6,0,0,0,0
8484829,81,14,16,30,1,0,83,0.168675,43,1,2,5,0,0
8474013,82,3,20,23,0,0,62,0.048387,50,16,0,0,0,1
8475461,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
8476874,43,2,13,15,1,0,34,0.058824,4,-6,0,0,0,0
8477220,82,5,17,22,1,0,86,0.05814,22,31,0,0,0,0
8477951,82,33,41,74,9,1,206,0.160194,28,17,11,20,2,2
8478474,81,24,20,44,4,0,141,0.170213,46,20,1,1,1,2
8478507,80,4,32,36,2,0,55,0.072727,16,42,0,0,1,2
8478831,80,4,14,18,0,0,66,0.060606,24,-9,0,0,1,2
8479293,56,0,3,3,0,0,42,0.0,50,-15,0,0,0,0
8479343,82,26,62,88,6,4,225,0.115556,38,21,3,27,0,0
8479410,78,10,49,59,1,0,159,0.062893,44,2,5,26,0,2
8479977,59,13,10,23,2,0,60,0.216667,14,11,0,0,0,0
8480434,60,5,22,27,2,1,84,0.059524,50,-12,0,4,0,0
8480855,75,9,16,25,1,0,106,0.084906,84,11,0,0,1,2
8482175,82,25,22,47,4,0,159,0.157233,28,6,3,5,0,0
8482699,79,40,33,73,6,3,242,0.165289,28,7,9,24,0,0
8483431,54,24,19,43,3,1,102,0.235294,28,3,6,10,2,2
8484386,28,0,1,1,0,0,26,0.0,23,-11,0,0,0,0
8474574,73,1,10,11,0,0,88,0.011364,52,-23,0,0,0,0
8475169,71,13,18,31,1,0,171,0.076023,92,-20,2,6,0,0
8475762,2,0,0,0,0,0,1,0.0,2,0,0,0,0,0
8477969,82,3,15,18,1,0,66,0.045455,60,-19,0,0,0,0
8478444,75,22,26,48,3,1,166,0.13253,8,-48,6,19,1,1
8478498,81,23,19,42,1,1,219,0.105023,12,-31,19,24,0,0
8478856,71,12,21,33,1,0,137,0.087591,34,-21,2,10,1,1
8479425,82,8,41,49,1,0,137,0.058394,33,-23,4,21,0,2
8480012,74,15,36,51,0,0,132,0.113636,20,-30,4,22,1,1
8480078,12,3,0,3,1,0,24,0.125,6,-7,0,0,0,0
8480748,72,23,13,36,3,1,172,0.133721,50,-20,7,12,1,1
8480800,74,7,69,76,1,0,187,0.037433,32,-4,2,34,0,0
8482055,82,17,12,29,2,0,136,0.125,47,-12,0,0,2,3
8482691,66,4,10,14,1,0,65,0.061538,22,-4,0,0,0,0
8483395,28,1,4,5,0,0,18,0.055556,12,-3,0,1,0,0
8483476,13,2,1,3,0,0,10,0.2,0,-3,0,0,0,0
8483678,70,3,7,10,0,0,46,0.065217,39,-16,0,0,0,0
8485385,3,0,0,0,0,0,0,0.0,0,-2,0,0,0,0
8471817,50,3,0,3,0,0,25,0.12,37,-12,0,0,0,0
8475181,32,1,6,7,0,0,16,0.0625,6,-9,0,0,0,0
8475200,82,3,34,37,0,0,91,0.032967,48,-28,1,18,0,0
8475726,79,19,30,49,2,1,172,0.110465,10,-12,6,15,0,0
8475784,32,6,7,13,0,0,56,0.107143,14,-8,2,4,0,0
8475906,56,10,17,27,2,1,79,0.126582,24,-13,5,9,0,0
8476624,82,5,7,12,0,0,66,0.075758,73,-18,0,0,0,0
8477018,55,6,9,15,1,0,71,0.084507,19,2,0,0,0,0
8477505,80,18,37,55,3,1,93,0.193548,18,-25,8,15,0,1
8478874,66,17,8,25,3,0,96,0.177083,20,-9,3,6,0,0
8479983,82,7,16,23,0,0,94,0.074468,35,-1,0,0,0,0
8480043,47,1,10,11,0,0,40,0.025,29,-7,0,2,0,0
8480798,43,7,13,20,1,1,62,0.112903,16,1,0,2,0,0
8480848,46,2,9,11,0,0,50,0.04,22,-18,0,0,1,2
8482166,50,5,7,12,1,0,49,0.102041,22,-3,0,0,0,0
8482667,78,15,38,53,1,1,176,0.085227,32,-31,3,16,0,0
8484227,69,24,35,59,5,1,166,0.144578,16,1,8,17,0,0
8484801,82,45,70,115,5,2,287,0.156794,44,8,8,33,0,0
8484911,81,21,25,46,4,1,118,0.177966,12,6,0,1,2,3
8473986,82,15,18,33,2,0,148,0.101351,40,-2,3,5,0,1
8474586,80,26,29,55,3,0,168,0.154762,28,2,4,16,0,0
8475184,75,22,28,50,3,1,139,0.158273,34,-4,8,17,0,0
8475462,56,2,11,13,0,0,63,0.031746,67,-2,0,0,0,0
8475768,50,11,15,26,2,0,82,0.134146,8,5,2,3,1,1
8475798,58,19,22,41,2,2,117,0.162393,18,-9,8,12,0,0
8476457,82,7,18,25,1,0,106,0.066038,42,0,0,0,0,0
8476467,78,5,10,15,2,0,77,0.064935,36,9,0,0,0,0
8476885,81,10,25,35,1,1,166,0.060241,31,-1,0,1,0,1
8476905,80,16,33,49,3,0,93,0.172043,14,-24,6,16,0,2
8477527,62,3,11,14,0,0,33,0.090909,107,0,0,0,0,0
8477919,68,7,17,24,0,0,70,0.1,11,-1,1,3,0,0
8477955,52,20,20,40,2,1,117,0.17094,11,-7,7,13,0,0
8477986,64,11,21,32,3,2,174,0.063218,45,-21,2,8,0,0
8478366,50,5,4,9,1,0,79,0.063291,40,-15,0,1,0,0
8478407,81,11,33,44,3,1,179,0.061453,54,-24,2,21,0,0
8478873,61,19,38,57,3,1,161,0.118012,14,11,1,12,2,4
8478975,68,19,26,45,3,0,119,0.159664,56,17,3,7,0,0
8479324,76,2,7,9,1,0,48,0.041667,60,-2,0,0,0,1
8479372,23,1,2,3,1,1,15,0.066667,16,8,0,0,0,0
8480009,78,12,24,36,0,0,141,0.085106,30,-18,5,14,0,0
8480068,75,11,25,36,2,0,94,0.117021,12,8,0,1,2,4
8481563,60,2,13,15,0,0,39,0.051282,20,-4,0,0,0,2
8481605,82,10,48,58,0,0,157,0.063694,19,-2,3,17,1,2
8481789,64,8,14,22,0,0,56,0.142857,38,-6,0,0,0,0
8482118,9,1,0,1,0,0,7,0.142857,4,-3,0,0,0,0
8482665,82,20,30,50,1,0,149,0.134228,23,-8,6,11,0,0
8482745,75,17,24,41,3,0,146,0.116438,42,-15,6,11,0,0
8482751,68,4,14,18,1,0,87,0.045977,15,0,0,0,0,0
8482803,76,7,15,22,1,1,119,0.058824,34,4,1,3,0,0
8483445,76,41,28,69,7,1,285,0.14386,28,-2,11,19,0,0
8483490,73,8,14,22,2,0,79,0.101266,17,-3,0,2,0,1
8483497,28,4,3,7,0,0,33,0.121212,6,-5,1,2,0,0
8483524,74,12,15,27,2,1,97,0.123711,10,6,2,6,0,0
8484153,70,29,38,67,3,1,193,0.150259,33,4,4,18,2,3
8484762,82,23,37,60,2,1,197,0.116751,62,-12,1,13,1,1
8480074,51,8,13,21,1,0,74,0.108108,26,9,0,1,0,0
8484180,18,2,2,4,0,0,22,0.090909,2,1,0,0,0,0
8484768,37,4,5,9,1,0,49,0.081633,8,-9,3,6,0,0
8480887,8,1,2,3,0,0,12,0.083333,0,0,0,0,0,0
8482671,81,8,21,29,0,0,120,0.066667,16,9,0,0,0,3
8482896,46,2,4,6,0,0,30,0.066667,2,-1,0,0,0,1
8480879,63,1,4,5,0,0,41,0.02439,25,0,0,0,0,0
8481013,51,8,14,22,2,0,58,0.137931,12,-5,3,3,0,0
8479772,3,0,0,0,0,0,4,0.0,0,0,0,0,0,0
8482090,44,2,3,5,1,0,26,0.076923,38,2,0,0,0,0
8484304,54,5,10,15,1,0,66,0.075758,30,-13,3,6,0,0
8483553,49,3,4,7,0,0,55,0.054545,10,-3,0,0,0,0
8475810,72,29,36,65,4,0,183,0.15847,26,0,8,24,1,2
8481704,20,2,1,3,0,0,16,0.125,10,4,0,0,0,0
8483733,55,4,10,14,0,0,32,0.125,46,-7,0,0,0,0
8484779,4,0,0,0,0,0,1,0.0,2,-3,0,0,0,0
8482117,29,3,5,8,1,0,24,0.125,6,-2,0,0,0,0
8482146,81,12,44,56,1,0,176,0.068182,28,1,1,17,0,0
8476463,62,4,14,18,1,0,76,0.052632,16,19,0,1,0,0
8482470,30,1,7,8,0,0,23,0.043478,16,0,0,0,0,0
8481754,29,1,8,9,1,0,31,0.032258,8,-2,0,0,0,0
8484806,72,1,13,14,0,0,72,0.013889,22,-5,0,0,0,0
8477380,55,6,10,16,0,0,63,0.095238,12,-1,0,2,0,0
8477947,31,4,4,8,2,0,34,0.117647,4,0,0,0,0,0
8480990,26,1,6,7,0,0,20,0.05,4,3,0,0,0,0
8481525,72,6,12,18,2,1,79,0.075949,38,-1,0,0,0,0
8482623,34,1,3,4,0,0,29,0.034483,38,-7,0,0,0,0
8482655,79,7,22,29,0,0,111,0.063063,69,41,0,1,0,2
8480245,7,1,1,2,1,0,7,0.142857,0,-2,0,0,0,0
8481606,73,7,24,31,1,0,108,0.064815,22,15,0,3,0,0
8482095,70,3,15,18,0,0,90,0.033333,53,2,0,0,0,2
8476525,18,0,2,2,0,0,20,0.0,6,-8,0,1,0,0
8474037,72,15,16,31,1,0,99,0.151515,14,-17,7,11,0,0
8484158,66,11,18,29,1,1,92,0.119565,45,-5,2,6,0,0
8482126,61,2,11,13,0,0,36,0.055556,22,15,0,1,0,0
8481161,40,0,3,3,0,0,26,0.0,8,-7,0,0,0,0
8483531,15,1,1,2,1,0,7,0.142857,9,-1,0,0,0,0
8483768,24,0,3,3,0,0,14,0.0,7,-12,0,0,0,0
8483525,73,12,15,27,2,0,80,0.15,28,-7,1,3,0,0
8479619,79,16,15,31,0,0,147,0.108844,22,4,3,4,0,0
8480849,67,10,15,25,1,0,119,0.084034,54,3,4,6,0,0
8482103,40,1,4,5,0,0,25,0.04,38,-6,0,0,0,0
8478458,69,21,15,36,5,2,141,0.148936,16,-9,4,6,0,0
8479442,64,3,11,14,1,0,64,0.046875,20,-8,0,0,0,0
8481133,59,9,6,15,2,0,49,0.183673,21,-2,0,0,0,0
8482624,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
8475755,54,2,8,10,0,0,57,0.035088,47,2,0,0,0,0
8476422,42,1,8,9,0,0,63,0.015873,26,11,0,0,1,1
8476873,68,11,10,21,3,0,63,0.174603,16,7,0,2,0,0
8485402,45,9,12,21,1,1,58,0.155172,10,-2,2,4,0,0
8476856,11,1,2,3,0,0,7,0.142857,11,-5,0,0,0,0
8477365,50,2,4,6,1,0,35,0.057143,53,5,0,0,0,0
8480208,79,33,38,71,5,0,167,0.197605,33,-7,13,30,0,0
8484145,65,13,30,43,4,0,116,0.112069,42,27,1,5,1,2
8481593,59,2,10,12,0,0,26,0.076923,58,4,0,0,0,0
8481560,2,0,1,1,0,0,4,0.0,0,0,0,1,0,0
8481237,59,2,5,7,0,0,43,0.046512,40,-6,0,0,0,0
8481546,74,4,22,26,1,0,89,0.044944,28,5,1,7,0,0
8484135,15,0,1,1,0,0,10,0.0,4,-2,0,0,0,0
8482475,72,21,21,42,4,0,140,0.15,10,-2,2,6,0,0
8477454,45,6,2,8,0,0,43,0.139535,19,1,0,0,0,0
8481024,79,15,20,35,1,0,116,0.12931,42,-28,2,4,0,0
8484136,66,13,6,19,0,0,62,0.209677,26,-13,0,1,0,0
8479705,45,3,7,10,0,0,62,0.048387,79,-3,0,0,0,0
8482726,53,5,4,9,0,0,38,0.131579,50,-6,0,0,0,0
8476927,35,9,8,17,1,0,51,0.176471,22,-12,1,1,3,3
8477070,38,3,1,4,0,0,35,0.085714,43,-6,0,0,0,0
8479576,53,1,6,7,1,0,34,0.029412,68,7,0,0,0,0
8482861,27,0,3,3,0,0,15,0.0,12,-4,0,0,0,0
8480871,28,0,4,4,0,0,17,0.0,8,-9,0,1,0,0
8477508,45,4,2,6,1,0,30,0.133333,10,-3,0,0,0,0
8477401,3,0,0,0,0,0,2,0.0,2,-1,0,0,0,0
8479985,23,1,2,3,0,0,22,0.045455,7,1,0,0,0,0
8480813,61,2,3,5,1,0,52,0.038462,19,-12,0,0,0,0
8483424,15,1,0,1,0,0,11,0.090909,6,4,0,0,0,0
8475752,32,2,0,2,0,0,26,0.076923,24,-4,0,0,0,0
8482516,29,2,1,3,1,0,20,0.1,10,1,0,0,0,0
8483565,61,8,16,24,1,0,72,0.111111,10,-10,3,7,0,0
8481556,35,3,4,7,0,0,37,0.081081,31,-6,0,0,1,2
8482947,60,1,9,10,0,0,35,0.028571,14,6,0,0,0,0
8476456,50,10,15,25,2,0,83,0.120482,41,-9,3,7,0,0
8482125,28,3,6,9,0,0,30,0.1,10,-1,0,0,0,0
8482172,53,3,4,7,1,0,47,0.06383,16,-2,0,0,0,0
8482178,67,4,8,12,1,0,66,0.060606,24,-14,0,0,0,1
8480259,28,1,2,3,0,0,26,0.038462,0,-10,0,0,0,0
8484800,66,7,10,17,2,0,78,0.089744,31,-8,1,2,0,0
8484305,43,2,4,6,1,0,24,0.083333,8,16,0,0,0,0
8483471,25,3,3,6,0,0,27,0.111111,6,-5,0,1,0,0
8484428,12,1,1,2,0,0,12,0.083333,15,5,0,0,0,0
8478013,53,8,12,20,1,1,96,0.083333,10,-17,1,2,2,2
8476425,1,0,0,0,0,0,2,0.0,0,-1,0,0,0,0
8480058,31,1,5,6,0,0,22,0.045455,8,-16,0,0,0,0
8482496,2,0,0,0,0,0,1,0.0,0,0,0,0,0,0
8483570,52,7,8,15,2,0,61,0.114754,16,-12,0,0,0,0
8483573,62,12,12,24,0,0,91,0.131868,18,8,2,4,0,0
8470621,72,17,20,37,2,0,113,0.150442,81,0,5,13,0,0
8476474,38,3,4,7,1,0,52,0.057692,33,-12,1,3,0,0
8483500,60,11,16,27,1,0,60,0.183333,14,11,2,6,0,0
8482749,3,0,0,0,0,0,2,0.0,2,0,0,0,0,0
8480828,5,0,0,0,0,0,3,0.0,0,-1,0,0,0,0
8483752,43,7,8,15,0,0,56,0.125,8,4,0,0,0,0
8476897,52,5,12,17,0,0,37,0.135135,26,-18,0,1,0,0
8484241,71,17,13,30,1,0,103,0.165049,14,-3,4,8,1,1
8482911,38,1,9,10,0,0,43,0.023256,6,6,0,0,0,0
8477541,11,1,0,1,0,0,5,0.2,11,-3,0,0,0,0
8479026,39,0,2,2,0,0,42,0.0,22,-10,0,0,0,0
8481569,8,0,3,3,0,0,7,0.0,4,0,0,0,0,0
8476878,74,9,11,20,2,0,89,0.101124,31,1,0,0,0,0
8480426,70,6,23,29,2,0,80,0.075,112,-4,0,2,0,0
8481655,29,5,2,7,0,0,25,0.2,2,2,0,0,0,0
8475795,13,0,0,0,0,0,5,0.0,10,-1,0,0,0,0
8479980,62,3,12,15,1,0,56,0.053571,47,-10,0,0,0,1
8484203,12,3,0,3,0,0,12,0.25,2,1,1,1,0,0
8482072,11,0,2,2,0,0,8,0.0,2,2,0,0,0,0
8480840,72,5,7,12,1,0,42,0.119048,10,10,0,0,1,1
8482747,19,2,1,3,0,0,15,0.133333,11,-8,0,1,0,0
8483503,4,0,0,0,0,0,1,0.0,2,-3,0,0,0,0
8480891,34,0,2,2,0,0,46,0.0,50,0,0,0,0,0
8478424,44,3,5,8,0,0,37,0.081081,28,-6,0,0,0,0
8479393,37,4,5,9,0,0,41,0.097561,26,-10,0,1,0,0
8481219,61,3,10,13,0,0,47,0.06383,43,30,0,1,0,0
8481562,1,0,0,0,0,0,2,0.0,0,-2,0,0,0,0
8478476,33,2,3,5,0,0,18,0.111111,8,1,0,0,0,0
8477996,24,0,2,2,0,0,15,0.0,4,-4,0,0,0,0
8483429,2,0,0,0,0,0,4,0.0,0,-3,0,0,0,0
8484240,70,5,16,21,0,0,59,0.084746,28,-23,0,3,0,0
8478104,21,3,5,8,0,0,18,0.166667,10,2,0,0,0,0
8478413,40,1,5,6,0,0,32,0.03125,29,-10,0,0,0,0
8476907,8,1,3,4,0,0,6,0.166667,12,0,0,0,0,0
8484164,71,12,9,21,0,0,93,0.129032,26,-6,5,7,0,0
8480825,3,0,1,1,0,0,2,0.0,0,1,0,0,0,0
8479421,15,0,0,0,0,0,7,0.0,0,-4,0,0,0,0
8484221,65,13,17,30,4,0,79,0.164557,22,-14,5,11,0,0
8482953,12,0,0,0,0,0,7,0.0,4,0,0,0,0,0
8482765,37,6,4,10,0,0,35,0.171429,0,-5,1,3,0,0
8481848,4,0,0,0,0,0,4,0.0,0,-1,0,0,0,0
8479395,17,0,2,2,0,0,12,0.0,2,-6,0,0,0,0
8481554,65,13,27,40,2,0,78,0.166667,14,14,2,8,0,0
8482206,7,1,0,1,1,0,6,0.166667,2,-3,0,0,0,0
8484197,51,5,14,19,0,0,57,0.087719,19,-15,2,5,0,0
8483039,4,0,1,1,0,0,3,0.0,0,1,0,0,0,0
8476392,70,5,16,21,1,0,71,0.070423,32,-6,0,0,1,2
8476872,64,13,7,20,2,0,95,0.136842,31,-5,1,2,2,2
8478062,3,0,1,1,0,0,5,0.0,0,1,0,0,0,0
8482165,57,4,8,12,1,0,64,0.0625,28,-8,0,0,0,2
8477435,22,1,0,1,0,0,21,0.047619,10,-3,0,0,0,0
8478046,46,6,6,12,0,0,44,0.136364,16,7,0,0,0,0
8479533,13,0,1,1,0,0,7,0.0,2,-2,0,0,0,0
8482094,32,0,6,6,0,0,19,0.0,6,-3,0,0,0,0
8482877,28,4,2,6,1,0,23,0.173913,11,-2,0,0,0,0
8475692,59,15,39,54,5,3,122,0.122951,20,-5,6,21,0,0
8475763,28,4,4,8,1,0,45,0.088889,8,-1,0,0,0,0
8478841,23,0,4,4,0,0,14,0.0,2,2,0,0,0,0
8479336,47,9,4,13,1,0,56,0.160714,19,7,0,0,0,1
8482634,43,9,7,16,0,0,55,0.163636,34,6,1,3,1,1
8482858,67,8,9,17,0,0,46,0.173913,40,5,0,1,1,1
8483432,14,0,1,1,0,0,11,0.0,4,-2,0,0,0,0
8484160,28,2,5,7,0,0,31,0.064516,4,-7,0,3,0,0
8478173,10,0,0,0,0,0,4,0.0,11,-2,0,0,0,0
8480084,40,2,6,8,1,0,35,0.057143,10,4,0,0,0,0
8482149,68,12,20,32,3,1,136,0.088235,20,-9,3,6,0,0
8484210,49,12,15,27,3,0,73,0.164384,10,0,3,6,0,0
8477406,43,1,7,8,0,0,24,0.041667,22,-8,0,0,0,1
8477149,26,1,4,5,0,0,11,0.090909,89,1,0,0,0,0
8479383,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
8476458,52,8,13,21,1,1,57,0.140351,35,-8,1,2,0,0
8482209,4,0,0,0,0,0,1,0.0,2,-1,0,0,0,0
8483890,54,8,18,26,2,0,75,0.106667,12,-16,2,4,0,0
8480049,66,1,13,14,0,0,87,0.011494,14,5,0,0,0,0
8481715,1,0,0,0,0,0,0,0.0,0,1,0,0,0,0
8481592,5,0,0,0,0,0,4,0.0,0,-1,0,0,0,0
8483728,10,0,1,1,0,0,9,0.0,10,-4,0,0,0,0
8481594,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
8482941,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
8475786,58,31,21,52,2,1,159,0.194969,28,13,10,15,0,0
8482859,59,4,3,7,2,0,44,0.090909,45,-11,0,0,0,0
8482666,29,0,6,6,0,0,24,0.0,4,-5,0,2,0,0
8479362,4,1,0,1,0,0,4,0.25,0,-1,1,1,0,0
8481712,4,0,0,0,0,0,4,0.0,0,-3,0,0,0,0
8480144,40,2,4,6,0,0,36,0.055556,12,-13,0,0,0,0
8484901,23,1,2,3,0,0,14,0.071429,2,-5,0,0,0,0
8477463,12,0,1,1,0,0,4,0.0,2,1,0,0,0,0
8483398,42,1,2,3,0,0,33,0.030303,40,5,0,0,0,0
8473994,60,15,21,36,3,0,72,0.208333,53,8,2,6,0,0
8481609,13,1,2,3,1,0,12,0.083333,4,2,0,0,0,0
8484821,3,0,0,0,0,0,3,0.0,10,-1,0,0,0,0
8477426,51,7,8,15,1,0,68,0.102941,32,-15,1,3,0,0
8483433,6,0,0,0,0,0,6,0.0,2,-3,0,0,0,0
8484168,13,0,2,2,0,0,6,0.0,2,2,0,0,0,0
8483676,30,4,7,11,0,0,34,0.117647,2,0,0,3,0,0
8481591,2,0,0,0,0,0,1,0.0,0,-2,0,0,0,0
8476867,25,2,4,6,1,0,29,0.068966,12,-1,0,0,2,2
8484403,5,0,1,1,0,0,4,0.0,7,-1,0,0,0,0
8484529,5,1,0,1,0,0,3,0.333333,13,1,0,0,0,0
8484255,4,0,0,0,0,0,0,0.0,0,1,0,0,0,0
8481477,49,5,6,11,0,0,37,0.135135,16,0,0,0,1,1
8482132,13,0,0,0,0,0,10,0.0,6,-1,0,0,0,0
8476979,2,0,0,0,0,0,3,0.0,2,-2,0,0,0,0
