player_id,games_played,avg_toi,goals,assists,points,gwg,ot_goals,shots,fo_win_pctg,pim,plus_minus,shooting_pctg,pp_goals,pp_points,sh_goals,sh_points
8482245,387,20:30,24,90,114,2,0,406,NaN,248,37,NaN,0,1,1,3
8482929,163,16:07,5,31,36,3,0,120,NaN,182,-1,NaN,0,0,0,1
8483447,66,11:49,9,8,17,3,0,70,0.4315,24,-7,0.1285,1,2,0,0
8484321,95,13:58,1,8,9,0,0,82,NaN,36,-2,NaN,0,0,0,1
8475235,708,10:13,53,53,106,7,0,710,0.3469,799,-108,0.0746,0,0,3,5
8476372,453,15:23,15,57,72,2,0,481,NaN,337,16,NaN,0,0,0,5
8476461,952,18:32,218,361,579,37,7,2043,0.5266,377,68,0.1067,31,94,5,15
8477903,672,11:37,76,87,163,15,0,749,0.4337,739,45,0.1014,0,0,6,13
8477948,660,21:45,65,185,250,9,4,1017,NaN,279,-38,NaN,3,20,3,10
8477989,614,16:40,123,177,300,14,1,958,0.5327000000000001,147,-49,0.1283,25,50,2,3
8478439,723,17:27,225,319,544,31,3,1744,0.40130000000000005,522,-29,0.129,39,114,11,18
8478454,209,15:31,4,23,27,0,0,153,NaN,74,-10,NaN,0,0,0,0
8479022,64,10:03,5,10,15,0,0,68,0.5384,26,-11,0.0735,0,0,1,2
8480015,428,15:35,121,115,236,15,3,1157,0.4207,94,-53,0.1045,19,40,3,3
8480220,317,15:56,58,91,149,13,2,450,0.43189999999999995,74,28,0.1288,8,21,2,5
8480874,16,14:36,1,0,1,0,0,8,NaN,2,-1,NaN,0,0,0,0
8481178,188,15:31,8,35,43,2,0,133,NaN,48,-10,NaN,2,9,0,1
8481533,349,17:55,93,160,253,15,4,756,0.3893,265,-48,0.12300000000000001,25,62,0,0
8481553,214,14:41,38,60,98,7,0,308,0.35590000000000005,56,-22,0.1233,8,17,0,0
8482142,295,20:13,25,77,102,5,1,392,NaN,87,-96,NaN,4,31,0,1
8482159,195,17:05,61,39,100,6,0,385,0.2857,111,1,0.15839999999999999,13,21,1,1
8484387,161,15:45,46,68,114,6,4,362,0.37729999999999997,117,-18,0.127,12,29,0,0
8475151,925,16:20,276,269,545,52,6,2220,0.3432,443,-25,0.1243,82,166,3,4
8475231,978,13:14,124,156,280,21,0,1177,0.5193,457,-1,0.10529999999999999,1,7,13,23
8475314,923,16:18,308,241,549,47,1,2318,0.4818,546,21,0.1328,83,134,0,0
8476419,871,16:31,176,225,401,27,5,1457,0.5484,264,14,0.1207,24,45,24,47
8476429,615,18:35,30,110,140,4,0,746,0.0,540,17,0.04019999999999999,0,0,2,5
8476917,642,20:13,30,147,177,4,1,898,NaN,283,83,NaN,0,3,2,11
8477407,669,14:23,165,176,341,19,4,1189,0.344,221,24,0.1387,45,78,2,3
8477494,671,16:35,111,287,398,19,3,1165,0.4432,238,-75,0.09519999999999999,29,131,0,0
8477500,881,19:01,300,318,618,46,13,2240,0.5446,301,-66,0.13390000000000002,88,162,16,19
8477506,636,21:09,56,185,241,10,3,1191,NaN,123,66,NaN,17,49,0,4
8477950,482,19:21,57,207,264,9,4,994,1.0,382,-39,0.057300000000000004,14,100,0,0
8478445,611,19:02,153,381,534,25,7,1456,0.41950000000000004,313,20,0.105,26,153,0,0
8480842,16,12:17,1,3,4,1,0,22,0.0,2,4,0.0454,0,0,1,1
8481014,369,20:08,17,67,84,0,0,512,NaN,163,26,NaN,0,1,0,2
8481601,279,14:50,60,60,120,13,2,307,0.25,38,7,0.1954,3,10,8,15
8482476,148,14:15,32,17,49,1,0,238,0.2758,38,-17,0.1344,7,9,0,0
8484958,126,12:42,12,27,39,1,0,158,0.44179999999999997,45,-13,0.0759,1,3,0,0
8485366,82,24:41,23,36,59,4,2,222,NaN,38,13,NaN,8,18,0,0
8485702,44,13:41,5,13,18,0,0,56,0.0,2,-5,0.0892,0,5,0,0
8473533,1403,17:56,318,429,747,49,6,2717,0.5357,644,67,0.11699999999999999,50,118,21,44
8474149,641,15:33,164,198,362,24,3,1222,0.1714,102,-32,0.13419999999999999,37,74,0,0
8475455,1056,18:39,42,185,227,8,0,1066,NaN,1014,61,NaN,0,1,4,10
8475791,989,17:55,302,485,787,51,13,2906,0.44799999999999995,526,-37,0.1039,85,211,1,2
8476292,905,16:14,182,338,520,34,4,1556,0.2145,266,127,0.11689999999999999,35,109,8,13
8476462,912,20:41,163,377,540,36,9,2598,0.25,574,74,0.06269999999999999,51,177,1,3
8476822,934,13:23,85,90,175,12,0,994,0.5563,316,-91,0.0855,2,3,8,15
8476906,744,20:00,117,345,462,18,7,1594,1.0,277,-63,0.07339999999999999,46,214,2,2
8476921,797,14:19,107,155,262,24,0,1198,0.4514,360,-19,0.08929999999999999,1,3,8,17
8476958,784,22:23,56,251,307,10,4,1349,0.0,98,175,0.0415,7,28,4,20
8477015,676,16:14,125,176,301,13,1,1120,0.3837,132,-11,0.1116,12,38,11,21
8477478,526,10:39,69,67,136,13,0,782,0.447,238,22,0.0882,0,0,0,0
8477488,736,21:04,43,179,222,10,3,1116,0.3333,262,76,0.0385,4,19,1,7
8477940,756,16:27,251,340,591,45,7,2102,0.3333,236,114,0.11939999999999999,50,140,1,1
8478399,449,18:48,10,72,82,2,0,419,NaN,255,23,NaN,1,1,0,3
8478414,698,17:19,241,238,479,36,5,2267,0.4278,402,-74,0.1063,65,114,0,1
8478427,756,19:08,310,401,711,68,18,2068,0.5129,342,132,0.1499,75,217,22,37
8478970,335,16:46,23,52,75,7,0,436,NaN,151,65,NaN,0,0,1,3
8479407,634,17:10,172,346,518,28,3,1408,0.3544,102,-24,0.12210000000000001,35,155,4,10
8479996,322,13:51,54,65,119,8,1,496,0.4974,109,-3,0.10880000000000001,13,25,0,0
8480002,609,18:58,199,289,488,30,9,1496,0.5274,154,15,0.133,51,131,6,13
8480336,476,18:07,40,103,143,3,1,859,NaN,247,-27,NaN,1,11,2,5
8480762,455,12:24,66,75,141,12,0,621,0.2613,77,9,0.10619999999999999,0,0,3,6
8480817,440,21:36,44,125,169,10,2,606,0.0,218,56,0.0726,2,11,1,7
8480829,518,13:29,78,125,203,9,0,771,0.49219999999999997,242,10,0.1011,6,29,1,2
8480830,557,16:51,182,252,434,31,3,1500,0.3492,493,41,0.1213,51,144,0,0
8481032,296,12:12,47,35,82,5,1,338,0.5069,143,-53,0.139,2,5,0,0
8481559,429,19:42,168,260,428,27,9,1497,0.3594,72,-35,0.11220000000000001,39,142,2,4
8481721,66,15:10,13,18,31,0,0,149,0.30760000000000004,26,-3,0.0872,2,5,0,0
8482093,375,17:27,128,151,279,22,4,901,0.41159999999999997,83,62,0.142,27,71,12,17
8482100,81,18:11,11,22,33,1,1,122,NaN,33,18,NaN,4,10,1,1
8482110,410,17:17,103,106,209,14,1,748,0.3922,120,-27,0.1377,18,35,6,8
8482684,223,21:48,23,105,128,4,2,408,0.0,76,-38,0.056299999999999996,6,54,0,0
8482702,183,15:12,41,55,96,8,0,411,0.4474,47,21,0.09970000000000001,7,19,0,0
8482809,162,15:11,39,48,87,9,1,318,0.375,70,12,0.1226,8,19,0,0
8483495,155,18:56,16,33,49,5,3,200,NaN,73,-28,NaN,1,6,0,0
8474567,970,19:39,66,183,249,6,2,1581,0.5,839,-69,0.0417,9,36,3,7
8474716,1012,21:55,123,315,438,25,6,1633,0.3333,174,127,0.0753,36,138,0,6
8475149,1058,16:21,200,366,566,39,6,1615,0.4102,166,-54,0.12380000000000001,45,157,4,6
8475170,1102,17:27,296,428,724,62,13,2186,0.486,660,-71,0.1354,96,214,1,1
8475220,931,14:11,148,188,336,17,1,1090,0.4689,950,35,0.13570000000000002,11,26,5,9
8475753,1058,22:55,146,352,498,36,4,2435,0.0,520,-74,0.0599,49,155,3,9
8475760,821,14:28,163,176,339,21,1,1734,0.48969999999999997,377,-26,0.094,22,56,4,5
8475764,1124,22:59,109,414,523,20,5,1726,0.6666,283,-121,0.06309999999999999,41,191,4,10
8475765,906,16:51,327,382,709,55,12,2560,0.409,213,50,0.1277,75,189,1,2
8476892,800,22:28,81,232,313,20,4,1615,NaN,221,61,NaN,17,44,2,8
8476994,477,12:57,65,114,179,12,0,755,0.402,144,-25,0.086,8,17,0,2
8477402,674,17:34,202,304,506,25,3,1394,0.34659999999999996,279,53,0.1449,48,134,7,15
8477451,725,14:49,162,185,347,32,2,1529,0.45289999999999997,700,51,0.1059,19,43,3,6
8477573,275,11:20,32,35,67,4,0,258,0.5207,150,-9,0.124,0,0,0,1
8478136,381,19:01,24,70,94,1,0,406,NaN,360,18,NaN,0,1,0,3
8478472,471,12:58,61,99,160,10,1,570,0.3814,205,6,0.107,2,5,7,14
8478493,614,17:13,155,195,350,22,2,1542,0.47759999999999997,274,82,0.1005,49,90,3,5
8478508,457,13:36,61,59,120,10,0,662,0.4189,256,32,0.09210000000000002,0,2,4,5
8478864,397,20:45,230,245,475,34,14,1398,0.2325,175,81,0.16449999999999998,81,163,0,0
8479385,488,16:20,168,210,378,21,1,1276,0.3636,116,-21,0.1316,35,98,0,2
8480023,530,17:47,132,328,460,23,5,827,0.5167,172,68,0.15960000000000002,26,110,7,11
8480281,324,12:09,34,37,71,2,0,401,0.37929999999999997,110,-18,0.08470000000000001,0,0,4,5
8480459,428,16:01,95,96,191,15,1,722,0.4628,96,13,0.1315,6,20,5,7
8481006,159,14:09,8,22,30,0,0,139,NaN,209,-8,NaN,0,0,0,1
8481557,361,19:01,144,185,329,27,5,1120,0.47009999999999996,178,42,0.1285,38,112,4,4
8481598,230,18:46,16,60,76,2,1,262,NaN,42,30,NaN,2,8,0,0
8482077,225,14:38,57,75,132,11,2,440,0.4462,86,33,0.1295,11,22,0,0
8482079,235,17:04,57,79,136,7,4,387,0.4661,95,-35,0.1472,12,36,0,0
8482089,280,14:56,71,61,132,11,1,414,0.3258,146,-44,0.1714,16,35,0,0
8482122,242,25:01,33,94,127,3,1,434,NaN,88,17,NaN,6,37,1,3
8482733,75,16:47,7,11,18,1,0,93,NaN,54,-14,NaN,0,2,0,0
8483452,9,10:50,1,1,2,0,0,13,0.44770000000000004,4,-5,0.07690000000000001,0,0,0,0
8483460,85,13:37,2,11,13,1,0,68,NaN,46,-8,NaN,0,0,0,0
8483499,97,12:43,11,14,25,2,0,127,0.409,4,-25,0.0866,0,1,0,1
8483516,77,16:35,22,33,55,5,0,179,0.3333,18,16,0.1229,6,10,0,0
8484798,76,19:35,6,20,26,1,0,73,NaN,41,-33,NaN,3,13,0,0
8474564,1246,19:00,624,632,1256,101,17,3712,0.5069,737,-7,0.1681,242,469,5,8
8474600,1030,24:52,203,576,779,38,10,3021,0.0,429,44,0.06709999999999999,69,285,1,10
8475158,1233,19:37,328,570,898,48,13,2693,0.5562,216,-13,0.1217,101,266,13,24
8475287,840,15:00,167,208,375,23,1,1456,0.5221,447,33,0.11460000000000001,29,65,9,15
8475745,1032,16:51,209,334,543,41,2,1776,0.48869999999999997,369,50,0.1176,32,76,8,18
8475790,842,18:33,35,105,140,5,0,1091,NaN,864,-118,NaN,0,7,0,3
8476432,808,17:26,212,209,421,31,1,1992,0.5397,458,-61,0.10640000000000001,44,73,7,9
8476539,778,17:08,263,311,574,44,11,2323,0.4191,378,-12,0.11320000000000001,62,159,0,0
8476869,773,20:59,81,225,306,10,1,1479,0.5,414,-10,0.0547,7,45,4,12
8476887,862,18:09,358,398,756,60,12,2732,0.3333,379,13,0.131,96,237,6,7
8476923,855,21:00,81,267,348,11,1,1316,0.0,531,-107,0.061500000000000006,13,82,1,6
8477425,567,12:58,99,97,196,11,1,1171,0.3069,576,-83,0.08449999999999999,11,16,1,2
8477446,381,12:12,36,43,79,7,0,463,0.5272,515,-40,0.07769999999999999,0,1,3,4
8477497,896,17:52,276,355,631,57,11,2000,0.5121,213,-34,0.138,84,192,6,10
8478047,418,15:25,109,143,252,12,0,841,0.3958,342,-15,0.12960000000000002,36,66,0,0
8478460,642,24:12,135,330,465,19,7,1846,NaN,164,11,NaN,29,138,2,6
8478500,778,23:53,86,227,313,11,4,1435,0.0,279,-14,0.0599,12,62,1,8
8479370,564,12:52,69,96,165,7,0,825,0.40159999999999996,227,-33,0.0836,10,18,1,3
8479371,451,18:16,30,79,109,5,0,567,NaN,232,13,NaN,2,4,0,0
8479671,311,12:36,46,46,92,10,0,370,0.2988,479,-18,0.1243,1,1,2,3
8479944,416,12:49,49,53,102,5,0,559,0.3553,165,17,0.0876,0,0,3,3
8480246,299,16:38,16,60,76,4,1,313,NaN,72,13,NaN,0,0,0,2
8480806,405,14:07,39,57,96,4,0,369,0.46380000000000005,42,-43,0.1056,0,3,6,6
8480893,292,17:37,102,106,208,11,3,749,0.3611,82,8,0.1361,24,63,1,1
8481056,117,15:52,4,15,19,1,0,91,NaN,30,-4,NaN,0,0,0,2
8481716,211,14:45,58,55,113,4,1,406,0.415,166,10,0.14279999999999998,21,28,0,0
8482062,292,13:12,25,39,64,7,0,318,0.3333,232,-23,0.0786,0,0,1,7
8482111,208,16:42,18,34,52,2,1,217,NaN,76,-27,NaN,2,4,1,1
8482482,81,17:19,2,19,21,0,0,92,NaN,35,5,NaN,0,0,0,0
8482660,274,14:38,53,85,138,8,2,430,0.2916,62,-25,0.1232,10,31,1,3
8482705,367,15:03,51,89,140,7,1,663,0.4568,177,-58,0.07690000000000001,5,10,1,3
8482768,122,12:25,12,22,34,2,1,134,0.40490000000000004,36,-23,0.0895,2,5,1,1
8483465,18,10:24,1,2,3,0,0,20,0.125,0,2,0.05,0,0,0,0
8483485,120,18:45,17,27,44,0,0,132,NaN,28,16,NaN,1,3,0,0
8484166,213,17:37,67,73,140,7,2,520,0.4537,72,-30,0.1288,7,20,1,2
8485405,3,11:25,0,1,1,0,0,2,0.3125,0,0,0.0,0,0,0,0
8473604,1149,19:14,383,529,912,70,16,2800,0.5754,645,128,0.1367,98,237,17,32
8474568,1122,17:10,45,167,212,3,0,1323,0.5,895,-53,0.034,2,3,1,6
8474679,914,16:44,210,333,543,29,6,1849,0.4314,220,-38,0.11349999999999999,48,128,9,11
8475168,1195,18:02,387,549,936,59,13,2810,0.5334,306,-67,0.1377,99,242,2,3
8475794,1016,18:03,367,459,826,64,10,3247,0.5357999999999999,311,99,0.113,95,237,2,6
8475799,1030,14:48,248,251,499,38,2,2010,0.4464,450,74,0.1233,55,104,1,1
8476278,368,12:18,45,61,106,6,0,442,0.47509999999999997,113,-8,0.1018,4,7,4,6
8476331,718,19:00,23,159,182,3,0,772,NaN,343,118,NaN,2,11,2,11
8476460,961,20:10,372,535,907,65,18,2130,0.4678,464,77,0.1746,96,226,2,9
8476480,846,14:42,145,205,350,15,2,1193,0.4291,434,33,0.1215,25,57,8,15
8476871,778,14:26,157,170,327,30,6,1438,0.3591,265,10,0.1091,19,43,4,7
8476889,766,14:40,96,136,232,15,0,988,0.5236999999999999,404,-11,0.0971,6,12,9,16
8476902,766,22:11,60,189,249,8,2,1116,0.0,178,168,0.0537,9,32,4,14
8477504,739,22:57,94,334,428,19,5,1392,0.5,351,86,0.0675,21,133,1,2
8477938,345,15:06,12,36,48,1,0,404,NaN,97,-47,NaN,0,0,0,1
8478398,695,19:49,323,351,674,65,14,2200,0.3333,155,-11,0.14679999999999999,72,185,9,11
8478420,716,20:24,316,466,782,48,5,1979,0.5056,501,91,0.15960000000000002,109,288,0,0
8478449,521,16:48,190,231,421,35,6,1176,0.5392,172,111,0.16149999999999998,51,141,12,15
8479351,491,14:24,61,114,175,11,1,568,0.5018,154,-27,0.1073,2,19,5,8
8479378,278,15:18,14,48,62,2,0,328,NaN,333,29,NaN,0,1,0,1
8479414,312,11:14,39,36,75,4,0,344,0.4057,211,-15,0.1133,4,5,1,1
8480014,352,16:41,120,124,244,23,0,644,0.46520000000000006,88,5,0.1863,45,80,0,0
8480027,456,18:26,213,277,490,40,6,1400,0.43329999999999996,130,117,0.1521,60,157,0,0
8480036,552,24:39,67,279,346,13,3,1246,NaN,172,30,NaN,14,127,1,3
8480113,663,16:29,124,167,291,22,3,1228,0.42460000000000003,115,42,0.1009,32,59,1,4
8480145,587,21:52,47,221,268,9,3,1111,0.0,333,23,0.042300000000000004,14,90,0,3
8480289,321,11:32,41,42,83,7,0,427,0.4771,111,22,0.096,0,2,5,7
8480878,235,15:20,12,43,55,2,1,297,NaN,78,28,NaN,2,7,0,0
8480950,486,16:03,7,63,70,1,1,330,NaN,259,-27,NaN,0,0,1,3
8481043,165,10:28,19,18,37,3,0,192,0.0,35,-3,0.0989,0,0,1,1
8481581,267,21:13,38,101,139,10,7,472,NaN,68,64,NaN,3,31,1,1
8482145,156,14:09,31,35,66,2,0,229,0.4576,30,12,0.1353,2,8,0,0
8482740,328,17:53,134,129,263,14,2,784,0.4886,104,17,0.1709,44,84,6,6
8482787,16,9:52,3,1,4,1,0,18,NaN,14,1,NaN,0,1,0,0
8483425,88,15:20,8,9,17,3,0,66,NaN,78,8,NaN,0,0,0,0
8484829,86,12:59,14,17,31,1,0,86,0.5517,43,2,0.16269999999999998,2,5,0,0
8474013,990,18:02,38,195,233,4,0,1002,NaN,871,168,NaN,0,6,0,3
8475461,53,8:36,3,9,12,0,0,38,0.4876,4,4,0.0789,0,1,1,1
8476874,804,18:23,44,166,210,8,0,946,NaN,182,76,NaN,4,21,1,4
8477220,823,18:55,57,204,261,7,0,1073,0.0,174,137,0.053099999999999994,8,50,0,3
8477951,670,17:52,175,322,497,28,3,1251,0.42469999999999997,154,-8,0.1398,54,129,3,6
8478474,666,14:58,139,120,259,21,0,1127,0.3896,409,-34,0.1233,18,29,6,8
8478507,443,20:41,23,134,157,4,0,416,NaN,130,81,NaN,2,10,1,6
8478831,368,13:19,46,44,90,6,0,417,0.5393,168,-24,0.1103,3,6,6,7
8479293,608,13:18,84,99,183,12,2,782,0.2635,299,27,0.1074,2,3,10,15
8479343,683,18:41,222,374,596,34,11,1791,0.40490000000000004,269,-52,0.12390000000000001,46,190,2,4
8479410,630,21:25,73,296,369,13,2,1146,0.5,358,41,0.0637,20,133,2,6
8479977,374,14:51,73,87,160,11,0,494,0.3846,140,30,0.1477,9,20,2,5
8480434,302,20:28,30,114,144,4,1,494,NaN,237,-30,NaN,7,53,0,1
8480855,316,13:34,44,63,107,6,1,350,0.4667,282,13,0.1257,1,3,1,2
8482175,320,16:03,92,105,197,13,0,686,0.3,116,0,0.1341,14,35,0,0
8482699,227,16:26,91,92,183,20,7,620,0.35200000000000004,78,-5,0.1467,34,72,1,2
8483431,211,16:56,69,83,152,7,2,411,0.42369999999999997,92,-9,0.1678,16,43,3,3
8484386,28,15:06,0,1,1,0,0,26,NaN,23,-11,NaN,0,0,0,0
8474574,1139,21:39,100,306,406,19,4,1782,0.0,913,-12,0.056100000000000004,19,93,7,16
8475169,1001,18:32,339,309,648,47,5,3419,0.4496,1278,-70,0.09910000000000001,54,110,18,25
8475762,552,19:05,19,87,106,5,0,520,0.5,346,23,0.0365,0,1,2,4
8477969,604,19:17,21,159,180,3,1,649,1.0,374,66,0.0323,1,8,0,2
8478444,629,18:25,226,256,482,31,4,1611,0.39840000000000003,150,-81,0.1402,79,165,2,3
8478498,628,16:02,189,167,356,37,6,1500,0.3549,131,5,0.126,63,104,2,3
8478856,556,15:55,134,190,324,21,3,1289,0.3703,246,-3,0.1039,24,72,1,1
8479425,533,23:04,48,239,287,2,0,937,1.0,273,-78,0.0512,14,88,0,3
8480012,545,19:02,200,308,508,33,7,1266,0.4612,108,16,0.15789999999999998,62,172,8,15
8480078,405,14:12,80,93,173,11,1,835,0.42060000000000003,104,-25,0.0958,8,22,0,0
8480748,337,13:40,66,68,134,13,2,584,0.44780000000000003,170,5,0.113,8,16,2,3
8480800,507,24:51,66,419,485,9,3,1112,NaN,207,27,NaN,16,212,0,3
8482055,323,13:41,51,53,104,6,1,523,0.4395,119,-20,0.0975,1,2,4,7
8482691,114,11:09,13,15,28,1,0,115,0.5917,40,-5,0.113,0,1,0,0
8483395,49,9:58,2,4,6,1,0,30,0.25,18,-13,0.0666,0,1,0,0
8483476,37,12:13,5,4,9,0,0,40,0.0,2,-9,0.125,0,2,0,0
8483678,98,14:22,4,9,13,0,0,65,NaN,56,-20,NaN,0,0,0,0
8485385,3,10:47,0,0,0,0,0,0,0.3846,0,-2,NaN,0,0,0,0
8471817,962,8:43,66,74,140,9,0,622,NaN,1137,-61,0.1061,3,3,0,0
8475181,1074,20:39,76,347,423,9,3,1386,0.43270000000000003,209,-45,NaN,19,122,1,3
8475200,949,20:03,79,285,364,19,5,1328,NaN,399,106,0.0594,6,59,1,3
8475726,969,16:12,309,315,624,44,9,2657,0.0,254,54,0.1162,80,155,10,14
8475784,1110,16:36,379,333,712,47,7,3386,0.41009999999999996,491,-137,0.1119,77,168,0,0
8475906,700,22:25,92,351,443,26,8,1341,0.44420000000000004,287,-53,0.06860000000000001,26,169,0,0
8476624,731,13:15,70,119,189,14,0,798,1.0,657,-39,0.0877,1,4,5,12
8477018,575,18:16,30,109,139,4,1,898,0.5029,210,-61,0.0334,3,30,0,2
8477505,869,17:43,119,306,425,25,5,1044,0.0,187,-68,0.1139,32,107,3,8
8478874,367,11:15,63,58,121,10,0,485,0.4635,120,-34,0.1298,12,28,0,0
8479983,490,21:14,24,90,114,2,0,533,0.4421,216,-121,0.045,0,5,0,2
8480043,311,18:13,21,72,93,1,0,370,0.0,131,6,NaN,3,16,1,3
8480798,360,15:30,55,95,150,9,4,511,NaN,91,-128,0.1076,11,36,0,0
8480848,265,13:10,17,44,61,2,0,277,0.4436,181,-51,0.0613,2,3,1,6
8482166,83,17:37,7,15,22,1,0,84,0.49119999999999997,34,-10,NaN,0,3,0,0
8482667,252,18:47,50,113,163,8,4,481,NaN,99,-91,0.1039,17,52,1,4
8484227,143,16:59,42,62,104,6,1,293,0.31829999999999997,34,-14,0.1433,13,29,0,0
8484801,152,20:37,70,108,178,9,3,523,0.3539,72,-23,0.1338,16,55,0,0
8484911,121,16:18,26,33,59,5,1,165,0.48450000000000004,20,-2,0.1575,1,6,3,4
8473986,1032,17:11,250,322,572,46,8,2009,0.3055,605,91,0.1244,46,107,5,12
8474586,1140,17:36,334,449,783,50,6,2585,0.3826,293,-58,0.1292,74,201,3,3
8475184,958,16:57,348,284,632,53,4,2299,0.41340000000000005,609,117,0.15130000000000002,124,197,13,16
8475462,885,18:12,42,169,211,6,1,1373,0.42310000000000003,1124,89,NaN,1,5,1,3
8475768,861,17:32,233,320,553,31,5,1904,NaN,245,28,0.1223,58,115,5,7
8475798,960,18:39,198,453,651,34,8,1820,0.5004,295,-35,0.10869999999999999,47,199,9,13
8476457,1012,21:20,59,207,266,12,3,1291,0.4863,577,50,0.045700000000000005,0,5,1,8
8476467,758,17:30,45,116,161,10,0,816,1.0,523,3,NaN,1,1,0,4
8476885,906,22:17,84,274,358,11,3,1894,NaN,701,47,0.0443,13,58,4,16
8476905,653,16:56,118,252,370,26,1,741,0.0,170,18,0.1592,26,83,10,18
8477527,307,8:52,14,32,46,1,0,149,0.5234000000000001,579,-17,0.09390000000000001,0,0,0,0
8477919,478,14:23,68,108,176,11,1,640,0.375,55,8,0.10619999999999999,12,22,4,8
8477955,720,15:12,204,234,438,26,5,1630,0.48479999999999995,229,9,0.1251,47,109,10,12
8477986,665,21:26,95,230,325,23,6,1539,0.42810000000000004,496,-3,NaN,18,99,3,4
8478366,695,14:53,186,139,325,27,8,1792,NaN,449,-82,0.10369999999999999,32,56,6,7
8478407,623,20:09,86,244,330,14,5,1205,0.3811,393,10,0.0713,21,109,0,1
8478873,488,17:30,135,207,342,22,6,1071,0.5,132,-16,0.126,24,71,2,4
8478975,370,15:21,95,139,234,14,0,725,0.3522,314,81,0.131,17,35,0,0
8479324,481,18:58,16,95,111,3,0,452,0.375,319,97,0.0353,0,0,1,6
8479372,278,14:09,11,46,57,2,1,257,0.0,126,11,NaN,0,3,0,1
8480009,423,14:47,92,98,190,15,1,768,NaN,111,-37,0.1197,19,55,0,0
8480068,358,13:31,54,77,131,5,0,460,0.30879999999999996,52,-31,0.1173,5,8,7,12
8481563,119,16:36,7,22,29,1,0,106,0.4838,69,2,NaN,0,0,0,3
8481605,230,22:04,26,92,118,3,0,347,NaN,71,-27,0.07490000000000001,5,28,1,4
8481789,204,11:13,25,30,55,1,0,221,0.0,118,-21,0.1131,0,0,1,1
8482118,44,12:01,12,2,14,1,0,55,0.4122,8,-7,0.2181,2,2,0,0
8482665,331,18:14,82,114,196,8,2,595,0.29410000000000003,59,-6,0.1378,23,47,0,1
8482745,304,15:51,77,104,181,10,2,629,0.4639,212,-54,0.12240000000000001,23,46,1,2
8482751,89,11:33,4,15,19,1,0,112,0.4857,17,-12,0.035699999999999996,0,0,0,0
8482803,164,18:05,16,35,51,1,1,283,0.11109999999999999,58,-1,NaN,2,10,0,0
8483445,159,15:39,61,53,114,10,3,478,NaN,48,7,0.1276,13,25,0,0
8483490,204,18:17,17,52,69,2,0,236,0.46409999999999996,61,-27,NaN,0,12,0,2
8483497,40,11:36,7,6,13,0,0,55,NaN,10,-8,0.1272,3,5,0,0
8483524,169,13:40,36,42,78,7,1,204,0.4285,30,15,0.1764,9,20,0,0
8484153,201,17:46,61,80,141,8,3,416,0.428,63,-1,0.1466,12,34,3,5
8484762,82,17:27,23,37,60,2,1,197,0.4102,62,-12,0.1167,1,13,1,1
8480074,283,14:20,48,63,111,4,1,422,0.6,118,-6,0.1137,1,6,3,4
8484180,23,12:21,2,2,4,0,0,28,0.35009999999999997,4,0,0.07139999999999999,0,0,0,0
8484768,38,17:14,5,5,10,1,0,51,0.5,10,-6,NaN,3,6,0,0
8480887,172,16:36,10,30,40,0,0,149,NaN,62,-6,NaN,0,1,0,0
8482671,323,22:24,27,113,140,2,1,507,NaN,86,17,NaN,1,20,0,5
8482896,67,11:02,5,6,11,0,0,41,NaN,4,-3,0.1219,1,1,0,1
8480879,207,14:58,7,22,29,0,0,158,0.47740000000000005,82,-1,NaN,0,0,0,1
8481013,205,13:13,37,43,80,3,0,258,NaN,44,-33,0.1434,11,17,0,0
8479772,240,9:18,17,17,34,5,0,252,0.39280000000000004,323,-30,0.0674,0,0,0,0
8482090,45,9:41,2,3,5,1,0,27,0.504,38,3,0.07400000000000001,0,0,0,0
8484304,156,15:15,10,26,36,1,0,180,0.51,65,-20,0.0555,3,10,0,0
8483553,88,9:57,11,5,16,1,0,96,0.0,21,-7,0.11449999999999999,0,0,0,0
8475810,710,17:39,232,270,502,34,8,1742,0.375,231,38,0.1331,43,116,7,14
8481704,157,12:33,22,34,56,3,1,149,0.3161,56,-8,0.1476,3,12,0,0
8483733,62,11:00,4,10,14,0,0,34,0.4567,48,-10,0.1176,0,0,0,0
8484779,8,11:31,0,0,0,0,0,4,0.7142000000000001,4,-6,0.0,0,0,0,0
8482117,198,13:18,23,39,62,2,0,237,0.4827,36,-63,0.09699999999999999,2,7,0,0
8482146,253,15:02,45,97,142,4,0,536,0.40409999999999996,74,6,0.0839,5,34,0,0
8476463,915,22:07,62,216,278,12,1,1213,0.125,280,122,NaN,8,34,1,8
8482470,45,13:46,1,11,12,0,0,39,NaN,22,-6,NaN,0,0,0,1
8481754,61,11:44,7,10,17,1,0,81,NaN,10,-9,0.0864,0,0,0,0
8484806,72,16:45,1,13,14,0,0,72,0.3235,22,-5,NaN,0,0,0,0
8477380,264,10:49,33,38,71,5,0,385,NaN,56,12,0.0857,1,4,0,0
8477947,344,12:38,66,79,145,15,2,423,0.5006,78,-30,0.156,10,26,0,0
8480990,125,16:08,6,22,28,1,0,122,0.5714,32,-8,NaN,3,7,0,0
8481525,74,17:25,6,12,18,2,1,81,NaN,38,2,NaN,0,0,0,0
8482623,50,9:34,1,3,4,0,0,41,NaN,53,-17,0.024300000000000002,0,0,0,0
