player_id,games_played,avg_toi,goals,assists,points,gwg,ot_goals,shots,fo_win_pctg,pim,plus_minus,shooting_pctg,pp_goals,pp_points,sh_goals,sh_points
8473419,1152,18:01,451,583,1034,85,22,2949,0.3864,1153,269,0.15289999999999998,90,267,36,59
8473422,1287,15:52,251,361,612,33,3,2229,0.4828,1024,-39,0.11259999999999999,60,145,3,9
8473507,1048,21:23,96,298,394,17,4,1754,0.25,428,-143,0.0547,24,103,2,10
8475179,1037,19:25,50,197,247,9,3,1181,NaN,639,-29,NaN,10,52,1,4
8476473,825,19:20,48,129,177,6,1,1033,0.0,560,-65,0.0464,2,4,3,7
8476882,827,16:55,184,368,552,23,2,1646,0.446,144,54,0.1117,61,194,8,23
8476891,596,18:17,26,161,187,6,1,809,NaN,285,122,NaN,3,45,0,2
8477409,488,16:34,172,185,357,26,3,1281,0.4285,247,38,0.13419999999999999,28,67,1,1
8477444,771,14:21,164,256,420,33,5,1239,0.43329999999999996,183,2,0.1323,29,94,0,0
8477450,566,14:49,75,97,172,11,3,707,0.4764,212,-37,0.106,3,4,1,7
8477479,567,17:10,168,197,365,18,3,1108,0.39840000000000003,341,-92,0.1516,46,97,1,2
8477495,912,23:45,106,367,473,21,12,1993,NaN,326,-142,NaN,32,166,1,8
8477932,804,22:51,122,284,406,29,7,1891,0.0,560,91,0.0645,42,127,2,9
8477933,839,18:55,323,357,680,51,5,2013,0.43060000000000004,183,-67,0.1604,129,238,13,20
8477935,767,15:42,188,206,394,30,4,1766,0.4708,752,-31,0.10640000000000001,39,80,0,2
8477987,565,13:33,123,134,257,10,2,1096,0.4445,229,-61,0.11220000000000001,15,42,0,0
8478043,378,11:35,41,51,92,6,0,408,0.4736,196,-41,0.10039999999999999,0,0,5,6
8478055,557,21:07,59,161,220,8,4,1102,0.0,218,153,0.0535,4,19,1,5
8478421,326,9:47,36,45,81,6,0,357,0.34,448,18,0.1008,2,2,1,1
8478542,616,15:17,107,163,270,9,0,1392,0.45899999999999996,217,-17,0.0768,28,55,1,4
8478859,396,18:41,17,56,73,0,0,429,NaN,310,14,NaN,0,0,1,2
8479316,496,14:14,77,75,152,6,0,761,0.4586,434,-103,0.1011,4,14,2,2
8479981,170,8:21,10,11,21,2,0,148,0.41659999999999997,319,-18,0.0675,0,0,0,0
8480003,387,12:03,50,55,105,9,1,418,0.36369999999999997,60,-20,0.11960000000000001,1,3,1,1
8480185,447,15:07,61,101,162,11,1,572,0.4399,138,24,0.1066,5,10,3,8
8481624,427,15:37,98,103,201,15,0,851,0.2647,76,38,0.1151,5,8,9,12
8482113,359,16:37,78,123,201,11,1,739,0.5075,177,62,0.10550000000000001,8,35,7,13
8482176,175,18:39,10,25,35,1,0,173,NaN,74,-20,NaN,0,0,0,0
8482703,86,11:40,7,13,20,1,0,85,0.38549999999999995,69,-18,0.0823,1,2,0,0
8482713,156,13:50,27,36,63,6,0,301,0.35710000000000003,42,-12,0.0897,8,21,0,0
8482807,45,16:33,2,5,7,0,0,37,NaN,24,-14,NaN,0,0,0,0
8483450,83,16:39,12,17,29,1,0,110,0.425,14,-14,0.109,1,4,1,1
8483493,122,17:12,28,40,68,5,2,231,0.46270000000000006,50,-36,0.12119999999999999,5,16,2,3
8483506,63,19:00,4,15,19,1,0,105,NaN,44,-6,NaN,0,4,0,0
8484144,219,20:19,75,128,203,12,3,627,0.41619999999999996,148,-98,0.11960000000000001,22,71,0,0
8484783,86,19:44,2,28,30,0,0,105,NaN,52,-54,NaN,1,13,0,0
8471215,1269,19:28,533,874,1407,89,14,3958,0.4486,1263,41,0.1346,187,530,4,5
8471675,1420,20:36,654,1107,1761,104,25,4459,0.5295000000000001,898,197,0.1466,194,610,4,11
8471724,1235,24:03,178,628,806,36,13,3050,0.2,843,81,0.0583,57,295,6,16
8474578,1159,25:07,215,721,936,38,12,3150,0.0,508,-115,0.0682,48,331,2,7
8475842,393,11:17,43,46,89,3,1,446,0.5223,439,-34,0.0964,1,2,4,7
8476389,868,19:19,239,392,631,35,4,2164,0.5426,593,-5,0.1104,65,173,16,19
8476459,1011,18:35,348,470,818,45,8,2624,0.4999,271,2,0.1326,136,286,15,35
8476468,939,17:42,277,485,762,55,17,1874,0.5504,529,31,0.1478,74,248,11,25
8476483,862,17:27,260,307,567,34,8,2191,0.44380000000000003,180,-41,0.1186,64,147,1,5
8477369,441,16:42,32,67,99,5,0,468,NaN,282,54,NaN,1,4,2,4
8477511,588,16:05,179,188,367,15,3,1295,0.3942,320,-3,0.1382,40,69,1,1
8477839,655,13:57,131,154,285,22,4,1101,0.4514,142,4,0.1189,14,35,3,3
8478438,285,13:54,65,94,159,8,2,453,0.43119999999999997,46,-8,0.1434,18,40,0,0
8478450,188,18:34,4,42,46,1,0,156,NaN,100,18,NaN,0,0,0,2
8478452,255,16:16,14,42,56,3,2,255,NaN,90,-35,NaN,1,7,0,0
8478550,830,19:47,330,624,954,51,10,2277,0.22030000000000002,242,140,0.1449,79,288,0,1
8478569,585,13:35,81,63,144,13,0,744,0.5141,193,-28,0.10880000000000001,1,3,2,6
8478840,373,17:02,18,65,83,3,0,381,NaN,227,-3,NaN,0,0,1,1
8478854,150,17:02,9,32,41,0,0,108,NaN,42,22,NaN,0,1,0,0
8478882,517,21:36,43,127,170,7,4,671,NaN,244,16,NaN,3,6,1,6
8479323,486,23:09,72,350,422,20,3,907,0.0,194,122,0.0793,16,173,4,13
8479390,373,13:50,52,67,119,3,0,499,0.3455,78,-48,0.1042,11,24,3,3
8479638,159,12:06,33,30,63,8,0,224,0.23070000000000002,34,0,0.14730000000000001,9,12,0,0
8480001,221,16:47,3,43,46,0,0,205,NaN,70,-15,NaN,0,1,0,1
8480980,316,11:50,37,46,83,3,0,373,0.45409999999999995,136,-4,0.09910000000000001,0,1,5,8
8481481,434,12:52,55,90,145,7,0,505,0.5041,205,36,0.10890000000000001,3,4,7,13
8481577,218,12:46,34,61,95,11,0,340,0.366,49,-11,0.1,10,27,0,0
8481726,97,9:15,10,6,16,3,0,78,0.28,31,-2,0.1282,0,0,0,0
8482073,368,17:15,20,67,87,3,1,396,NaN,85,17,NaN,0,1,2,3
8482109,462,15:57,116,134,250,24,3,846,0.3154,176,-13,0.1371,16,31,0,0
8482157,249,14:15,53,51,104,6,1,429,0.41659999999999997,173,-5,0.1235,7,13,2,3
8482460,85,7:58,5,6,11,1,0,57,0.3103,149,4,0.0877,0,0,0,0
8482758,47,13:39,2,12,14,0,0,51,1.0,14,-10,0.0392,1,7,0,0
8483690,74,13:28,9,15,24,1,0,73,0.5075999999999999,31,2,0.1232,3,5,0,0
8484839,9,15:43,1,0,1,0,0,8,NaN,6,-4,NaN,0,0,0,0
8485414,77,15:04,17,18,35,4,0,151,0.436,18,-5,0.1125,4,10,1,2
8470613,1579,22:11,273,672,945,47,16,4223,0.455,887,43,0.0646,88,323,3,17
8471685,1521,20:43,452,864,1316,79,9,3429,0.5355,358,127,0.1318,129,457,14,28
8474563,1279,25:59,165,544,709,34,8,2590,0.3333,829,73,0.0637,80,304,3,11
8475208,788,19:52,30,164,194,3,1,844,1.0,202,94,0.0355,0,5,1,9
8475754,1001,17:12,334,318,652,57,10,2297,0.4827,358,30,0.1454,73,140,5,8
8476312,705,19:07,44,157,201,9,1,947,0.0,691,88,0.0464,0,1,2,8
8476441,685,18:43,37,116,153,3,0,913,0.0,508,60,0.0405,0,4,0,2
8476455,798,19:12,262,344,606,45,7,2161,0.5402,648,106,0.12119999999999999,70,155,5,10
8476469,653,14:32,116,116,232,13,0,1160,0.31329999999999997,222,-10,0.1,8,25,21,27
8476479,786,17:03,131,280,411,20,2,1356,0.5322,349,79,0.0966,10,46,2,15
8476879,953,20:26,53,191,244,11,1,1288,1.0,210,-8,0.041100000000000005,1,13,0,8
8477476,660,16:44,165,171,336,23,2,1425,0.3127,204,86,0.1157,24,50,9,10
8477492,950,20:40,420,722,1142,76,15,3842,0.4678,428,229,0.1093,113,356,2,4
8477501,627,16:25,154,203,357,24,3,1323,0.3095,112,109,0.1164,41,65,6,10
8477942,707,16:46,229,299,528,35,6,1912,0.3214,403,2,0.1197,62,169,1,1
8477960,711,17:07,230,244,474,40,11,1750,0.4054,429,39,0.13140000000000002,40,128,13,19
8477998,581,13:42,117,109,226,26,0,1105,0.46380000000000005,215,36,0.1058,5,7,5,6
8478038,541,23:13,65,237,302,15,5,1059,0.0,158,223,0.0613,9,44,0,2
8478109,448,15:00,118,124,242,24,3,924,0.2413,50,-41,0.1277,43,76,0,1
8479398,608,20:20,37,205,242,6,2,782,1.0,130,23,0.0473,3,61,0,1
8479525,404,12:55,89,87,176,18,0,782,0.5107,182,-1,0.11380000000000001,13,26,0,0
8479675,485,15:50,107,140,247,11,1,1095,0.32689999999999997,110,38,0.0977,7,22,12,16
8479998,425,21:09,21,81,102,5,0,443,NaN,146,77,NaN,1,1,0,4
8480039,519,17:42,162,264,426,33,9,1238,0.4103,184,72,0.1308,49,124,3,6
8480069,470,24:48,136,371,507,28,6,1317,NaN,134,168,NaN,45,208,3,7
8480448,339,11:51,46,43,89,5,0,397,0.4071,186,-3,0.1158,0,0,4,7
8480835,268,12:56,30,52,82,3,0,373,0.5714,102,26,0.08039999999999999,3,10,0,0
8481532,162,10:57,13,30,43,2,0,175,0.5154,54,1,0.0742,1,1,0,0
8481641,349,11:08,38,31,69,2,0,370,0.3882,100,8,0.1027,1,1,2,2
8482124,339,16:54,75,116,191,13,6,620,0.4487,186,40,0.1209,14,34,1,2
8482155,240,16:01,52,57,109,9,0,549,0.4169,84,11,0.0947,5,12,2,2
8482408,71,9:00,3,7,10,0,0,67,0.3125,64,-10,0.0447,0,0,0,0
8482730,185,17:29,15,66,81,3,1,332,NaN,125,17,NaN,4,26,0,0
8483808,271,15:29,85,97,182,15,3,416,0.6666,50,-10,0.2043,34,64,0,0
8484149,57,9:36,6,7,13,4,1,62,0.3823,8,2,0.0967,0,0,0,0
8484258,181,16:29,16,49,65,2,0,310,NaN,44,54,NaN,1,4,0,0
8475166,1266,19:13,525,660,1185,86,20,3941,0.5408,549,-49,0.1332,167,391,3,6
8475171,1137,22:30,156,383,539,36,8,2337,0.0,754,-110,0.0667,61,199,4,7
8475690,878,19:56,36,174,210,10,4,712,NaN,218,161,NaN,2,8,1,6
8475714,774,15:04,143,173,316,19,3,1158,0.4802,163,56,0.1234,17,45,10,16
8475848,911,15:10,246,241,487,27,0,2512,0.42310000000000003,594,26,0.09789999999999999,51,91,1,1
8476853,951,22:03,98,451,549,17,6,1998,0.0,279,-41,0.049,16,179,1,6
8476875,705,22:07,81,221,302,17,5,1385,0.5,394,-23,0.0584,8,64,3,11
8476931,723,20:05,40,160,200,6,1,751,0.0,452,10,0.053200000000000004,3,7,2,4
8476981,688,15:32,160,113,273,26,2,1400,0.4623,641,-40,0.1142,11,22,7,10
8477503,815,15:47,150,336,486,18,6,1526,0.4888,801,-33,0.09820000000000001,23,97,0,1
8477939,750,17:55,292,399,691,51,16,2166,0.4993,200,20,0.1348,81,221,3,4
8478057,296,12:08,50,46,96,11,0,299,0.5077,230,-9,0.1672,3,4,2,2
8478133,418,14:54,52,100,152,8,1,484,0.523,141,-15,0.1074,1,1,7,14
8478443,692,19:45,29,90,119,2,0,875,1.0,381,137,0.0331,0,1,2,8
8478462,443,14:52,76,115,191,15,1,637,0.48450000000000004,194,37,0.1193,11,25,1,4
8478851,369,19:32,20,89,109,3,1,394,0.0,205,31,0.0507,1,5,1,3
8478904,381,10:56,36,44,80,8,0,407,0.4806,67,-22,0.08839999999999999,1,1,4,5
8479318,689,19:57,428,352,780,66,14,2761,0.5389,152,147,0.155,109,215,2,3
8479339,537,17:28,224,198,422,31,6,1512,0.34840000000000004,201,-75,0.1481,85,142,0,0
8480018,537,19:51,167,309,476,20,7,1136,0.49340000000000006,167,-20,0.147,53,165,8,11
8480865,468,21:09,62,215,277,12,2,1030,NaN,152,2,NaN,12,90,0,3
8481122,352,17:05,6,30,36,0,0,290,NaN,240,-40,NaN,0,0,0,1
8481523,306,16:22,51,85,136,6,1,484,0.3652,185,-53,0.10529999999999999,10,35,0,3
8481540,368,18:02,169,138,307,35,13,1188,0.4067,58,-1,0.1422,42,90,0,0
8481582,234,11:52,48,40,88,6,1,385,0.4347,34,-11,0.1246,5,9,0,0
8481618,338,14:42,70,81,151,15,1,501,0.42450000000000004,88,-7,0.13970000000000002,9,23,0,0
8481711,295,15:05,51,118,169,5,1,407,0.38630000000000003,54,-50,0.1253,5,37,0,1
8482087,208,20:36,18,51,69,4,1,254,NaN,171,-16,NaN,0,0,0,1
8482259,218,14:05,64,41,105,8,0,488,0.375,123,20,0.1311,8,13,0,0
8482720,240,16:56,67,93,160,11,1,411,0.125,119,-13,0.163,11,33,1,2
8482737,175,13:04,36,39,75,3,0,259,0.4629,71,14,0.1389,10,18,0,0
8482775,100,13:50,22,17,39,2,0,147,0.4532,24,-1,0.1496,1,2,1,3
8482964,230,14:07,10,23,33,0,0,245,NaN,416,-24,NaN,2,3,0,0
8483457,166,23:15,18,128,146,3,1,218,NaN,68,32,NaN,3,46,0,0
8483515,282,17:09,72,112,184,7,0,507,0.3636,185,-19,0.142,27,54,0,0
8484984,84,15:27,20,44,64,4,0,132,0.0,34,4,0.1515,7,20,0,0
8471214,1573,20:27,929,758,1687,141,27,7108,0.34020000000000006,857,55,0.1306,331,622,5,6
8474590,1159,23:36,170,615,785,33,2,2673,0.1666,396,112,0.0635,49,278,2,9
8475343,657,13:12,89,108,197,18,1,664,0.5073,380,18,0.134,2,10,7,9
8476374,644,13:35,70,105,175,7,1,973,0.5043,384,-47,0.0719,1,3,1,7
8476854,829,22:17,78,261,339,15,3,1394,0.25,499,150,0.0559,15,85,1,5
8476880,907,15:39,209,248,457,31,5,1550,0.4053,1649,47,0.1348,44,77,12,18
8477496,969,18:26,252,400,652,50,6,2061,0.5393,253,4,0.1222,76,205,6,22
8477507,804,18:37,53,137,190,6,1,984,1.0,998,55,0.0538,2,9,0,3
8477845,751,17:26,28,133,161,7,0,844,NaN,229,35,NaN,0,4,0,3
8477956,833,18:33,420,513,933,68,13,3080,0.3184,414,145,0.1363,132,293,0,0
8478042,682,16:19,219,224,443,39,3,1961,0.3588,280,63,0.1116,37,83,11,14
8478401,706,16:34,155,252,407,28,8,1187,0.4939,193,-32,0.1305,45,103,7,12
8478440,598,16:50,165,277,442,20,3,1090,0.5171,212,-43,0.15130000000000002,42,146,0,0
8478463,713,15:06,146,153,299,26,5,1369,0.44409999999999994,149,-11,0.1066,21,43,2,3
8478911,517,19:42,29,120,149,4,0,804,NaN,155,103,NaN,0,5,1,7
8479325,573,23:32,71,290,361,19,8,962,NaN,491,157,NaN,16,99,2,5
8479345,621,21:32,122,201,323,24,5,1519,NaN,422,-32,NaN,41,94,0,0
8479369,386,19:23,16,59,75,1,0,389,NaN,141,-81,NaN,0,0,1,4
8479400,627,17:17,170,257,427,31,8,1341,0.4661,548,27,0.1267,50,110,0,0
8479520,375,11:18,33,37,70,5,0,410,0.3478,410,0,0.08039999999999999,0,0,3,4
8479591,269,11:22,33,41,74,5,0,525,0.38020000000000004,261,8,0.06280000000000001,3,8,0,0
8479661,371,13:18,55,60,115,8,1,447,0.4,469,-13,0.12300000000000001,3,6,2,4
8479987,414,14:15,111,116,227,14,1,673,0.4836,126,6,0.1649,23,52,0,0
8479999,509,15:40,96,182,278,13,2,748,0.4543,118,-62,0.1283,21,71,2,3
8480035,448,19:03,21,91,112,4,1,535,NaN,154,-15,NaN,1,9,0,1
8480355,287,10:07,31,30,61,7,0,311,0.5721,425,-9,0.09960000000000001,0,1,1,1
8480796,380,19:26,27,75,102,3,0,404,NaN,151,28,NaN,0,0,1,5
8480873,382,18:48,25,120,145,6,0,405,NaN,112,15,NaN,1,27,0,0
8481580,315,15:05,67,87,154,13,1,562,0.4296,130,4,0.1192,8,21,1,4
8481656,321,14:51,68,103,171,12,1,531,0.4025,58,53,0.128,0,3,5,9
8482088,82,14:28,16,20,36,2,1,112,0.4593,35,18,0.14279999999999998,3,3,0,0
8482148,158,9:52,13,34,47,1,0,129,0.3843,41,-2,0.1007,0,2,0,0
8482177,168,13:17,21,28,49,1,1,125,0.4481,42,-2,0.168,1,3,0,1
8482511,191,17:58,16,56,72,1,0,207,NaN,54,-28,NaN,4,24,0,0
8483489,107,14:54,20,20,40,3,2,143,0.4875,24,16,0.1398,1,4,0,1
8484186,84,14:23,21,25,46,3,0,170,0.5832999999999999,58,-2,0.1235,4,14,0,0
8474150,1148,17:21,232,374,606,41,8,2762,0.49079999999999996,503,73,0.0839,37,108,19,36
8474641,1058,17:12,278,294,572,44,7,1893,0.5062,322,-22,0.14679999999999999,65,139,17,35
8475172,1062,17:31,323,437,760,46,8,2987,0.4857,790,-80,0.1081,98,230,1,1
8475218,966,21:39,92,309,401,20,4,1655,0.0,458,219,0.0555,14,58,4,13
8476399,693,16:05,170,155,325,28,1,1671,0.4274,516,50,0.1017,12,16,22,30
8476454,1031,19:23,291,513,804,38,5,2388,0.4474,355,-28,0.12179999999999999,88,320,9,22
8476967,663,17:05,29,108,137,4,0,891,NaN,276,2,NaN,0,1,1,5
8477346,629,21:09,63,216,279,9,1,1227,0.5,474,79,0.0513,8,52,1,10
8477498,798,22:30,88,236,324,13,6,1860,NaN,725,66,NaN,3,36,6,12
8477810,314,14:10,5,40,45,1,0,193,NaN,128,5,NaN,0,0,0,0
8477934,855,20:39,434,619,1053,75,20,2333,0.5331,366,100,0.18600000000000003,178,371,10,14
8477953,568,14:21,98,141,239,19,4,918,0.3667,140,-7,0.1067,5,21,7,8
8477993,50,9:18,3,7,10,1,0,26,0.4756,13,4,0.1153,0,0,0,0
8478233,560,14:30,131,128,259,20,0,914,0.355,247,31,0.1433,14,28,5,8
8478397,617,21:50,64,214,278,9,2,1154,NaN,350,-11,NaN,13,82,3,5
8478402,794,21:52,409,811,1220,76,17,2713,0.4792,330,186,0.1507,100,418,9,19
8479066,394,9:51,35,37,72,5,0,465,0.3604,475,-9,0.07519999999999999,1,1,0,1
8479365,412,12:09,59,57,116,12,0,562,0.4639,365,3,0.10490000000000001,3,5,0,1
8479402,277,16:41,16,49,65,2,2,325,NaN,100,-26,NaN,1,10,0,1
8480028,392,15:27,75,115,190,9,1,690,0.5068,114,-55,0.10859999999999999,15,49,1,1
8480797,497,16:11,113,132,245,9,1,942,0.35159999999999997,257,-45,0.1199,8,28,5,6
8480803,429,21:30,76,257,333,17,7,1085,NaN,154,82,NaN,24,116,0,4
8480831,51,15:31,1,3,4,0,0,39,NaN,51,-21,NaN,0,0,0,0
8480834,178,15:51,5,30,35,2,0,139,NaN,47,-10,NaN,0,1,0,1
8480860,297,18:58,11,52,63,3,0,250,NaN,209,-5,NaN,1,2,0,1
8481068,438,16:17,116,110,226,15,3,862,0.3968,71,-79,0.13449999999999998,19,37,10,16
8481167,177,14:22,6,22,28,0,0,160,NaN,194,1,NaN,0,0,0,2
8481491,32,9:32,2,3,5,0,0,31,0.4844,6,-6,0.0645,0,0,0,0
8481617,301,13:22,45,51,96,10,0,429,0.3212,154,15,0.1048,3,6,0,0
8482074,191,15:09,39,47,86,8,2,311,0.4147,58,-4,0.12539999999999998,4,20,0,0
8482679,192,16:18,45,56,101,7,1,439,0.4039,63,-37,0.1025,13,33,0,0
8483455,29,10:19,2,3,5,0,0,36,NaN,12,-6,NaN,0,0,0,0
8483512,87,14:33,18,20,38,5,0,144,0.41859999999999997,24,2,0.125,5,7,2,2
8483609,116,10:10,13,16,29,0,0,128,0.3272,160,-16,0.1015,1,2,0,0
8484860,37,15:10,6,14,20,0,0,70,0.1764,2,-14,0.0857,1,7,0,0
8485493,22,10:46,3,2,5,0,0,30,0.46869999999999995,10,-6,0.1,0,2,0,0
8475188,885,19:04,38,153,191,5,0,967,1.0,567,160,0.0392,1,8,2,9
8475191,988,16:33,242,337,579,38,5,1997,0.3503,238,128,0.1211,49,117,16,26
8475913,766,19:01,259,448,707,46,8,1640,0.4207,238,167,0.15789999999999998,60,189,10,19
8476438,984,16:22,269,269,538,48,5,2180,0.4179,182,36,0.1233,36,69,9,15
8476448,752,17:04,183,270,453,30,2,1455,0.5127,116,132,0.1257,30,82,15,28
8476881,873,17:48,276,331,607,43,10,2016,0.5428999999999999,315,-93,0.1369,78,159,6,10
8476925,756,14:36,101,131,232,15,1,880,0.5389,269,7,0.11470000000000001,6,25,7,13
8477447,634,21:32,88,314,402,21,8,1518,1.0,201,105,0.0579,18,114,1,3
8477964,667,14:50,149,202,351,19,1,846,0.4182,200,75,0.1761,14,29,5,8
8478396,829,20:46,75,278,353,12,2,1541,NaN,215,7,NaN,15,89,1,6
8478403,690,20:16,266,432,698,45,14,2451,0.451,211,19,0.1085,63,233,3,11
8478434,439,11:43,44,76,120,5,0,432,0.415,323,-23,0.1018,1,1,2,5
8478468,384,17:34,15,43,58,1,0,432,NaN,442,-15,NaN,0,0,0,2
8478483,738,20:02,245,576,821,39,7,1829,0.4142,222,145,0.13390000000000002,55,252,10,19
8479353,489,13:35,74,89,163,10,1,530,0.49,246,-18,0.1396,1,7,3,8
8480727,399,18:07,23,65,88,4,0,411,NaN,188,44,NaN,0,0,1,2
8481527,155,15:56,4,33,37,0,0,142,NaN,36,31,NaN,0,1,0,0
8481604,231,15:59,92,57,149,15,0,622,0.22719999999999999,74,11,0.1479,35,51,0,0
8481568,260,21:29,9,61,70,1,0,276,NaN,76,-46,NaN,1,14,0,2
8481806,134,16:55,10,22,32,1,0,160,NaN,77,-24,NaN,0,0,1,2
8475722,832,15:31,241,227,468,41,3,1872,0.3496,417,-4,0.12869999999999998,55,110,3,5
8477419,30,6:29,0,0,0,0,0,13,NaN,89,-7,NaN,0,0,0,0
8477949,615,17:45,200,248,448,37,4,1539,0.4104,263,79,0.12990000000000002,34,86,12,17
8479359,262,11:48,19,29,48,2,0,258,0.4576,103,-16,0.0736,0,0,1,2
8479420,529,16:52,216,190,406,25,2,1567,0.42829999999999996,238,-62,0.1378,55,111,5,6
8479941,187,13:49,31,33,64,3,0,264,0.498,60,-26,0.1174,0,2,1,1
8479982,198,16:21,6,48,54,1,0,194,NaN,82,13,NaN,0,6,0,0
8480064,283,17:30,104,88,192,21,3,572,0.5202,129,-19,0.1818,35,69,3,5
8480196,304,15:25,6,45,51,0,0,151,NaN,60,-47,NaN,1,8,0,3
8480802,379,15:11,66,116,182,7,0,456,0.49520000000000003,72,48,0.1447,2,15,10,17
8480807,290,21:01,20,64,84,5,1,335,NaN,116,44,NaN,0,1,1,4
8480839,586,23:23,102,332,434,13,3,1385,NaN,454,-40,NaN,34,166,0,2
8481522,378,13:39,42,91,133,8,0,382,0.4562,277,-17,0.1099,2,15,2,2
8481524,328,21:19,44,108,152,10,1,422,NaN,220,41,NaN,4,17,1,3
8481564,47,13:48,0,7,7,0,0,38,NaN,18,1,NaN,0,0,0,0
8482097,260,14:54,59,89,148,11,0,502,0.295,59,-22,0.1175,10,34,0,1
8482659,144,14:46,37,43,80,6,0,281,0.3826,33,0,0.1316,12,21,0,0
8483468,75,15:03,18,11,29,3,1,155,0.4459,22,-9,0.1161,0,0,0,0
8474141,1369,19:56,508,892,1400,85,14,4402,0.38670000000000004,470,-1,0.11539999999999999,140,465,0,1
8474612,926,20:39,53,191,244,4,0,1570,0.0,803,-37,0.0337,6,26,2,9
8475279,805,19:25,50,135,185,6,4,1111,NaN,602,-67,NaN,3,5,0,2
8477429,779,15:08,123,220,343,22,3,1144,0.5194,173,76,0.1075,13,40,9,17
8477456,658,17:06,129,173,302,19,3,989,0.47740000000000005,235,-29,0.1304,30,64,8,11
8477946,808,19:32,276,367,643,40,13,2415,0.5274,499,-100,0.1142,86,176,9,12
8478891,465,14:03,63,89,152,12,0,633,0.3833,168,31,0.09949999999999999,3,4,2,5
8479337,696,18:13,294,301,595,38,14,2064,0.41509999999999997,194,-49,0.1424,102,199,1,1
8479992,454,13:56,66,88,154,7,0,617,0.48100000000000004,243,-50,0.1069,6,13,2,5
8481542,410,23:51,39,201,240,7,3,811,NaN,222,-17,NaN,13,105,1,5
8481607,143,16:07,6,14,20,3,0,109,NaN,46,-29,NaN,0,0,1,2
8481725,106,11:51,16,16,32,4,0,137,0.2962,37,1,0.1167,0,0,0,0
8482078,400,18:11,123,207,330,20,6,846,0.3432,110,-75,0.14529999999999998,31,117,1,1
8482762,175,21:10,19,41,60,5,2,192,NaN,158,17,NaN,0,1,0,2
8483464,159,14:36,28,28,56,5,1,277,0.4736,67,-19,0.10099999999999999,3,6,0,1
8484223,68,16:13,7,14,21,1,0,68,NaN,18,-20,NaN,1,7,0,0
8484471,82,15:30,13,17,30,1,0,120,0.4403,6,-10,0.10830000000000001,4,8,0,0
8484794,14,12:31,0,1,1,0,0,20,NaN,2,-5,NaN,0,0,0,0
8473512,1345,19:17,379,786,1165,60,13,3321,0.5657,518,36,0.11410000000000001,101,424,9,21
8474102,1239,16:34,332,480,812,48,9,2577,0.3836,877,-12,0.1288,91,255,4,7
8474151,1058,22:25,86,355,441,15,3,1557,0.4,385,303,0.0552,9,70,5,20
8474189,1184,14:52,193,246,439,30,4,1976,0.5045000000000001,647,-25,0.09759999999999999,17,43,10,18
8475167,1164,23:18,172,639,811,29,8,2472,0.3333,782,192,0.0695,35,291,1,14
8475324,694,18:41,26,146,172,1,0,762,NaN,164,33,NaN,0,2,0,3
8476393,723,12:16,86,132,218,12,1,1047,0.449,445,-12,0.0821,9,21,0,0
8476453,879,19:07,401,723,1124,65,9,2712,0.41659999999999997,436,200,0.1478,104,401,1,1
8476826,684,16:28,142,233,375,30,6,1137,0.4808,520,40,0.12480000000000001,21,48,9,16
8477073,307,8:50,11,21,32,2,0,184,0.6666,424,-34,0.059699999999999996,0,0,0,1
8477404,681,19:22,306,353,659,41,7,1930,0.46509999999999996,317,100,0.1585,74,179,4,5
8477416,704,15:26,184,232,416,19,1,1592,0.3423,136,-53,0.1155,47,104,0,0
8478010,720,19:03,324,361,685,63,12,1758,0.4867,163,89,0.1843,111,212,3,5
8478020,522,12:59,83,91,174,10,0,649,0.4719,107,15,0.1278,6,15,0,1
8478178,249,19:19,35,108,143,8,2,448,NaN,111,24,NaN,13,42,0,0
8478416,502,18:53,26,94,120,3,0,660,NaN,441,96,NaN,1,1,1,5
8478469,569,23:43,78,257,335,5,2,1320,NaN,270,-53,NaN,12,97,2,3
8478519,582,17:25,147,197,344,24,5,1008,0.49219999999999997,297,162,0.1458,15,36,19,27
8479542,446,18:22,161,210,371,21,3,1024,0.37329999999999997,291,66,0.1572,18,52,6,17
8480188,329,15:21,69,80,149,4,1,671,0.4303,77,-29,0.10279999999999999,17,34,1,1
8480801,572,18:11,213,250,463,28,12,2202,0.5018,821,-53,0.0967,62,139,1,1
8480876,43,6:45,1,3,4,0,0,29,0.46149999999999997,108,-3,0.0344,0,0,0,0
8480995,229,12:15,30,41,71,5,0,239,0.4545,94,16,0.1255,1,2,1,1
8481528,444,16:32,110,162,272,8,2,1026,0.485,281,-65,0.1072,28,79,5,7
8481596,282,17:11,74,79,153,10,1,568,0.5053,112,10,0.13019999999999998,15,23,5,9
8481719,53,15:19,1,11,12,0,0,67,NaN,47,5,NaN,0,0,0,1
8482070,109,11:30,16,10,26,2,0,105,0.36,29,-2,0.1523,4,4,0,0
8482092,247,15:56,41,63,104,5,0,375,0.48960000000000004,221,12,0.1093,6,17,4,6
8482105,303,23:34,39,142,181,10,2,632,1.0,55,4,0.0617,15,83,0,4
8482116,447,19:38,149,260,409,18,8,1063,0.4567,218,-58,0.1401,36,145,6,6
8482131,44,14:53,0,8,8,0,0,33,NaN,68,-6,NaN,0,0,0,0
8482201,136,12:55,19,34,53,3,0,138,0.3333,61,33,0.1376,1,4,0,0
