team_id,team
16,CHI
5,PIT
21,COL
8,MTL
6,BOS
20,CGY
26,LAK
3,NYR
9,OTT
4,PHI
2,NYI
1,NJD
30,MIN
29,CBJ
25,DAL
68,UTA
54,VGK
24,ANA
19,STL
7,BUF
10,TOR
15,WSH
23,VAN
14,TBL
18,NSH
52,WPG
17,DET
13,FLA
55,SEA
22,EDM
12,CAR
28,SJS
