"player_id","player_name","birth_country"
8481614,"Mikko Kokkonen","FIN"
8479320,"Max Lajoie","CAN"
8480043,"Timothy Liljegren","SWE"
8480950,"Ilya Lyubushkin","RUS"
8476931,"Jake McCabe","USA"
8474162,"Jake Muzzin","CAN"
8482158,"Topi Niemela","FIN"
8476853,"Morgan Rielly","CAN"
8483546,"Marshall Rifai","CAN"
8479982,"Conor Timmins","CAN"
8481570,"Cade Webber","USA"
8482824,"Nick Cicek","CAN"
8474013,"Ian Cole","USA"
8478017,"Mark Friedman","CAN"
8479425,"Filip Hronek","CZE"
8480800,"Quinn Hughes","USA"
8475625,"Matt Irwin","CAN"
8478454,"Noah Juulsen","CAN"
8484287,"Cole McWard","USA"
8474574,"Tyler Myers","USA"
8483678,"Elias Pettersson","SWE"
8477359,"Tucker Poolman","USA"
8477369,"Carson Soucy","CAN"
8478846,"Christian Wolanin","CAN"
8477507,"Nikita Zadorov","RUS"
8479980,"Nicolas Hague","CAN"
8478396,"Noah Hanifin","USA"
8477018,"Ben Hutton","CAN"
8481527,"Kaedan Korczak","CAN"
8474166,"Alec Martinez","USA"
8478062,"Dysin Mayo","CAN"
8475188,"Brayden McNabb","CAN"
8474565,"Alex Pietrangelo","CAN"
8482138,"Christoffer Sedoff","FIN"
8477447,"Shea Theodore","CAN"
8480727,"Zach Whitecloud","CAN"
8476331,"Dylan DeMelo","CAN"
8475455,"Brenden Dillon","CAN"
8476525,"Colin Miller","CAN"
8477504,"Josh Morrissey","CAN"
8480145,"Neal Pionk","USA"
8480049,"Dylan Samberg","USA"
8477220,"Nate Schmidt","USA"
8479378,"Logan Stanley","CAN"
8480823,"Alexander Alexeyev","RUS"
8478451,"Ethan Bear","CAN"
8474590,"John Carlson","USA"
8480796,"Martin Fehervary","SVK"
8475324,"Nick Jensen","USA"
8480873,"Rasmus Sandin","SWE"
8477845,"Trevor van Riemsdyk","USA"
8480843,"Lukas Dostal","CZE"
8476434,"John Gibson","USA"
8478971,"Connor Ingram","CAN"
8478872,"Karel Vejmelka","CZE"
8483548,"Brandon Bussi","USA"
8480022,"Michael DiPietro","CAN"
8480280,"Jeremy Swayman","USA"
8476999,"Linus Ullmark","SWE"
8477480,"Eric Comrie","CAN"
8480045,"Ukko-Pekka Luukkonen","FIN"
8475883,"Frederik Andersen","DNK"
8481611,"Pyotr Kochetkov","RUS"
8477484,"Spencer Martin","CAN"
8477293,"Antti Raanta","FIN"
8478007,"Elvis Merzlikins","LVA"
8480193,"Daniil Tarasov","RUS"
8474593,"Jacob Markstrom","SWE"
8478435,"Dan Vladar","CZE"
8475852,"Petr Mrazek","CZE"
8482821,"Arvid Soderblom","SWE"
8481020,"Justus Annunen","FIN"
8480382,"Alexandar Georgiev","BGR"
8480244,"Arvid Holm","SWE"
8481529,"Trent Miner","CAN"
8481031,"Ivan Prosvetov","RUS"
8483575,"Matt Murray","CAN"
8479979,"Jake Oettinger","USA"
8482465,"Remi Poirier","CAN"
8475809,"Scott Wedgewood","CAN"
8478024,"Ville Husso","FIN"
8479312,"Alex Lyon","USA"
8473503,"James Reimer","CAN"
8475789,"Jack Campbell","USA"
8475717,"Calvin Pickard","CAN"
8480885,"Olivier Rodrigue","CAN"
8479973,"Stuart Skinner","CAN"
8475683,"Sergei Bobrovsky","RUS"
8476433,"Magnus Hellberg","SWE"
8481519,"Spencer Knight","USA"
8476932,"Anthony Stolarz","USA"
8477831,"Pheonix Copley","USA"
8479496,"David Rittich","CZE"
8475660,"Cam Talbot","CAN"
8470594,"Marc-Andre Fleury","CAN"
8479406,"Filip Gustavsson","SWE"
8478470,"Sam Montembeault","CAN"
8480051,"Cayden Primeau","USA"
8474596,"Jake Allen","CAN"
8478039,"Kaapo Kahkonen","FIN"
8484274,"Gustavs Grigals","LVA"
8480947,"Kevin Lankinen","FIN"
8477424,"Juuse Saros","FIN"
8480819,"Jakub Skarek","CZE"
8478009,"Ilya Sorokin","RUS"
8473575,"Semyon Varlamov","RUS"
8475839,"Louis Domingue","CAN"
8482193,"Dylan Garand","CAN"
8471734,"Jonathan Quick","USA"
8478048,"Igor Shesterkin","RUS"
8476341,"Anton Forsberg","SWE"
8476914,"Joonas Korpisalo","FIN"
8481035,"Samuel Ersson","SWE"
8478905,"Ivan Fedotov","RUS"
8477465,"Tristan Jarry","CAN"
8477968,"Alex Nedeljkovic","USA"
8478916,"Joey Daccord","USA"
8475831,"Philipp Grubauer","DEU"
8478406,"Mackenzie Blackwood","CAN"
8482445,"Devin Cooley","USA"
8477970,"Vitek Vanecek","CZE"
8476412,"Jordan Binnington","CAN"
8480981,"Joel Hofer","CAN"
8477992,"Jonas Johansson","SWE"
8476883,"Andrei Vasilevskiy","RUS"
8483710,"Dennis Hildeby","SWE"
8474889,"Martin Jones","CAN"
8476899,"Matt Murray","CAN"
8478492,"Ilya Samsonov","RUS"
8479361,"Joseph Woll","USA"
8477967,"Thatcher Demko","USA"
8479193,"Casey DeSmith","USA"
8479313,"Zach Sawchenko","CAN"
8481668,"Arturs Silovs","LVA"
8484268,"Nikita Tolopilo","BLR"
8478499,"Adin Hill","CAN"
8480238,"Jiri Patera","CZE"
8481520,"Isaiah Saville","USA"
8480313,"Logan Thompson","CAN"
8482484,"Jesper Vikman","SWE"
8476316,"Laurent Brossoit","CAN"
8476945,"Connor Hellebuyck","USA"
8475311,"Darcy Kuemper","CAN"
8479292,"Charlie Lindgren","USA"
