"game_id","game_period","event_id","time_in_period","time_remaining","situation_code","home_def_code","type_code","event_name","event_owner_team_id","zone_code","x_coord","y_coord","shot_type","goalie_in_id","score_player_id","score_player_total","assist_1_player_id","assist_1_player_total","assist_2_player_id","assist_2_player_total","away_score","home_score","video_link"
2024020530,4,1090,"0:18","4:42",1331,"right",505,"goal",22,"O",-75,14,"snap",8478872,8477934,24,8478402,33,8480803,19,2,3,"https://nhl.com/video/sjs-edm-draisaitl-scores-goal-against-yaroslav-askarov-6366328865112"
2024020578,1,196,"8:03","11:57",1431,"left",505,"goal",22,"O",-62,15,"snap",8479361,8477934,25,8478402,36,8480803,20,1,0,"https://nhl.com/video/edm-ana-draisaitl-scores-goal-against-lukas-dostal-6366531729112"
2024020578,2,697,"9:10","10:50",1541,"right",505,"goal",22,"O",62,-3,"slap",8481611,8477934,26,8478402,37,8475786,8,3,1,"https://nhl.com/video/edm-ana-draisaitl-scores-goal-against-lukas-dostal-6366533603112"
2024020601,3,1010,"18:58","1:02",651,"left",505,"goal",22,"O",76,10,"wrist",8477992,8477934,NULL,8480834,5,8475218,11,1,4,NULL
2024020618,3,1029,"18:25","1:35",1551,"left",505,"goal",22,"O",74,-7,"snap",8481020,8477934,28,8475786,9,8477498,13,2,3,"https://nhl.com/video/ana-edm-draisaitl-scores-goal-against-lukas-dostal-6366674424112"
2024020631,3,976,"18:02","1:58",1560,"left",505,"goal",22,"O",-82,2,"wrist",8480045,8477934,NULL,8478042,7,8480803,23,4,2,NULL
2024020658,1,297,"12:33","7:27",1551,"left",505,"goal",22,"O",-77,-6,"backhand",8477992,8477934,30,8475786,11,8478402,40,1,3,"https://nhl.com/video/edm-pit-draisaitl-scores-goal-against-alex-nedeljkovic-6366885206112"
2024020658,2,730,"10:58","9:02",1551,"right",505,"goal",22,"O",61,-30,"slap",8477992,8477934,31,8478402,41,8475218,12,2,5,"https://nhl.com/video/edm-pit-draisaitl-scores-goal-against-alex-nedeljkovic-6366886466112"
2024020735,2,532,"4:01","15:59",1551,"left",505,"goal",22,"O",-86,17,"wrist",8478007,8477934,32,NULL,NULL,NULL,NULL,1,3,"https://nhl.com/video/edm-van-draisaitl-scores-goal-against-thatcher-demko-6367332860112"
2024020735,2,642,"13:38","6:22",1541,"left",505,"goal",22,"O",-86,11,"snap",NULL,8477934,33,8476454,15,8478402,45,2,3,"https://nhl.com/video/edm-van-draisaitl-scores-ppg-against-thatcher-demko-6367332770112"
2024020754,1,136,"3:02","16:58",1551,"left",505,"goal",22,"O",79,0,"backhand",8477480,8477934,34,8477498,16,8481617,13,0,1,"https://nhl.com/video/wsh-edm-draisaitl-scores-goal-against-logan-thompson-6367474671112"
2024020768,1,471,"14:21","5:39",1451,"left",505,"goal",22,"O",68,-16,"snap",NULL,8477934,35,8475786,12,8476454,16,0,2,"https://nhl.com/video/van-edm-draisaitl-scores-ppg-against-thatcher-demko-6367601732112"
2024020819,1,292,"6:49","13:11",1451,"left",505,"goal",22,"O",72,-18,"snap",8478435,8477934,36,8480803,30,8478402,46,0,1,"https://nhl.com/video/det-edm-draisaitl-scores-goal-against-alex-lyon-6368026403112"
2024020851,3,1059,"17:46","2:14",651,"left",505,"goal",22,"O",-69,21,"snap",8480981,8477934,37,8478402,47,8475218,16,2,2,"https://nhl.com/video/edm-stl-draisaitl-scores-goal-against-jordan-binnington-6368280072112"
2024020860,3,844,"8:18","11:42",1551,"right",505,"goal",22,"O",66,-7,"wrist",8475883,8477934,38,8475784,9,NULL,NULL,3,1,"https://nhl.com/video/edm-chi-draisaitl-scores-goal-against-arvid-soderblom-6368347868112"
2024020874,1,283,"10:39","9:21",1451,"left",505,"goal",22,"O",58,-2,"snap",8478007,8477934,39,8476454,19,8480803,35,1,1,"https://nhl.com/video/col-edm-draisaitl-scores-goal-against-mackenzie-blackwood-6368476429112"
2024020874,2,816,"15:59","4:01",1441,"right",505,"goal",22,"O",-84,3,"snap",8476883,8477934,40,8476454,20,NULL,NULL,4,4,"https://nhl.com/video/col-edm-draisaitl-scores-goal-against-mackenzie-blackwood-6368479169112"
2024020892,1,240,"9:31","10:29",1551,"right",505,"goal",22,"O",79,3,"backhand",8478916,8477934,41,8483512,1,8475906,1,2,1,"https://nhl.com/video/edm-phi-draisaitl-scores-goal-against-samuel-ersson-6369194678112"
2024020906,1,117,"1:42","18:18",1541,"right",505,"goal",22,"O",79,-21,"snap",8478007,8477934,42,8476454,21,8478402,50,1,0,"https://nhl.com/video/edm-wsh-draisaitl-scores-ppg-against-charlie-lindgren-6369227705112"
2024020921,1,286,"11:53","8:07",1541,"left",505,"goal",22,"O",-74,10,"wrist",8479973,8477934,43,8478402,51,8480803,36,1,0,"https://nhl.com/video/edm-tbl-draisaitl-scores-ppg-against-andrei-vasilevskiy-6369324019112"
2024020937,2,803,"17:30","2:30",1551,"left",505,"goal",22,"O",-82,7,"wrist",8479292,8477934,44,8475906,3,NULL,NULL,2,2,"https://nhl.com/video/edm-fla-draisaitl-scores-goal-against-sergei-bobrovsky-6369421691112"
2024020981,1,405,"10:05","9:55",1451,"left",505,"goal",22,"O",82,-14,"snap",8477424,8477934,45,8478402,54,8475218,19,0,1,"https://nhl.com/video/ana-edm-draisaitl-scores-ppg-against-lukas-dostal-6369614942112"
2024020995,2,515,"1:06","18:54",1451,"right",505,"goal",22,"O",-56,-21,"snap",8481020,8477934,46,8480803,38,8476454,22,1,2,"https://nhl.com/video/mtl-edm-draisaitl-scores-ppg-against-samuel-montembeault-6369705639112"
2024021042,2,579,"10:05","9:55",1551,"right",505,"goal",22,"O",75,17,"wrist",8479979,8477934,47,8478402,59,8476967,15,1,1,"https://nhl.com/video/edm-njd-draisaitl-scores-goal-against-jake-allen-6370003654112"
2024021050,2,623,"8:46","11:14",1551,"right",505,"goal",22,"O",55,18,"slap",8478499,8477934,48,8477015,16,8480803,40,1,0,"https://nhl.com/video/edm-nyi-draisaitl-scores-goal-against-ilya-sorokin-6370058374112"
2024021050,4,1100,"3:53","1:07",1331,"right",505,"goal",22,"O",68,2,"snap",8479496,8477934,49,8478402,61,8475717,1,2,1,"https://nhl.com/video/edm-nyi-draisaitl-scores-goal-against-ilya-sorokin-6370063233112"
2024021167,3,1036,"16:48","3:12",1551,"left",505,"goal",22,"O",71,-24,"snap",8482487,8477934,50,8480803,45,8477498,25,2,2,"https://nhl.com/video/cgy-edm-draisaitl-scores-goal-against-dustin-wolf-6370776267112"
2024021189,2,667,"16:03","3:57",1531,"left",505,"goal",22,"O",-67,22,"snap",8480382,8477934,52,8476454,29,8480803,47,2,1,"https://nhl.com/video/edm-vgk-draisaitl-scores-ppg-against-adin-hill-6370907653112"
2024021279,3,846,"1:25","18:35",1551,"right",505,"goal",10,"O",81,-2,"tip-in",8477967,8477939,45,8477503,24,8481122,9,3,0,"https://nhl.com/video/tor-car-nylander-scores-goal-against-frederik-andersen-6371451459112"
2024020091,1,146,"3:57","16:03",1551,"right",505,"goal",10,"O",-64,-3,"snap",8481035,8477939,4,8477503,6,NULL,NULL,0,1,"https://nhl.com/video/tbl-tor-nylander-scores-goal-against-andrei-vasilevskiy-6363572608112"
